Date/Time,0cm EAG Soil Moisture [%] ,-10cm EAG Soil Moisture [%],-20cm EAG Soil Moisture [%],-30cm EAG Soil Moisture [%],-40cm EAG Soil Moisture [%],-50cm EAG Soil Moisture [%]
2019-06-09 22:00:00,0.7,14.98,23.93,40.81,46.56,50.27
2019-06-09 23:00:00,0.69,14.8,23.86,40.77,46.55,50.26
2019-06-10 00:00:00,0.69,14.62,23.78,40.75,46.57,50.27
2019-06-10 01:00:00,0.69,14.49,23.69,40.71,46.56,50.28
2019-06-10 02:00:00,0.7,14.36,23.61,40.65,46.56,50.28
2019-06-10 03:00:00,0.7,14.25,23.52,40.59,46.55,50.27
2019-06-10 04:00:00,0.71,14.16,23.44,40.54,46.56,50.27
2019-06-10 05:00:00,0.72,14.09,23.35,40.47,46.55,50.28
2019-06-10 06:00:00,0.73,14.04,23.28,40.4,46.54,50.29
2019-06-10 07:00:00,0.75,13.99,23.21,40.3,46.5,50.3
2019-06-10 08:00:00,0.78,13.98,23.13,40.19,46.46,50.28
2019-06-10 09:00:00,0.78,13.98,23.01,39.99,46.4,50.27
2019-06-10 10:00:00,0.79,13.98,22.89,39.79,46.34,50.26
2019-06-10 11:00:00,0.81,13.98,22.77,39.55,46.28,50.26
2019-06-10 12:00:00,0.83,14.03,22.56,39.2,46.19,50.23
2019-06-10 13:00:00,0.75,13.99,22.26,38.8,46.02,50.22
2019-06-10 14:00:00,0.71,13.75,21.88,38.36,45.8,50.2
2019-06-10 15:00:00,0.7,13.57,21.57,37.95,45.57,50.18
2019-06-10 16:00:00,0.66,13.34,21.27,37.53,45.34,50.15
2019-06-10 17:00:00,0.63,13.02,20.99,37.17,45.12,50.12
2019-06-10 18:00:00,0.62,12.73,20.75,36.9,45.01,50.08
2019-06-10 19:00:00,0.61,12.54,20.59,36.74,44.96,50.07
2019-06-10 20:00:00,0.61,12.37,20.51,36.64,44.92,50.05
2019-06-10 21:00:00,0.6,12.22,20.45,36.58,44.84,50.03
2019-06-10 22:00:00,0.6,12.08,20.39,36.53,44.78,50.02
2019-06-10 23:00:00,0.6,11.95,20.31,36.48,44.74,50.02
2019-06-11 00:00:00,0.6,11.84,20.23,36.42,44.7,50.01
2019-06-11 01:00:00,0.6,11.74,20.18,36.37,44.67,50.01
2019-06-11 02:00:00,0.6,11.65,20.08,36.32,44.64,50
2019-06-11 03:00:00,0.61,11.57,20.01,36.26,44.6,49.99
2019-06-11 04:00:00,0.61,11.5,19.97,36.21,44.57,49.98
2019-06-11 05:00:00,0.62,11.44,19.91,36.15,44.52,49.97
2019-06-11 06:00:00,0.63,11.38,19.81,36.09,44.49,49.97
2019-06-11 07:00:00,0.64,11.35,19.74,36.02,44.45,49.97
2019-06-11 08:00:00,0.66,11.33,19.69,35.95,44.41,49.97
2019-06-11 09:00:00,0.69,11.33,19.61,35.82,44.32,49.96
2019-06-11 10:00:00,0.71,11.38,19.45,35.63,44.18,49.93
2019-06-11 11:00:00,0.69,11.45,19.27,35.33,44,49.9
2019-06-11 12:00:00,0.68,11.5,19.04,35,43.78,49.85
2019-06-11 13:00:00,0.64,11.56,18.81,34.66,43.52,49.7
2019-06-11 14:00:00,0.62,11.56,18.58,34.32,43.25,49.57
2019-06-11 15:00:00,0.6,11.51,18.33,33.96,42.99,49.4
2019-06-11 16:00:00,0.58,11.4,18.08,33.65,42.73,49.28
2019-06-11 17:00:00,0.56,11.23,17.83,33.39,42.5,49.18
2019-06-11 18:00:00,0.55,11.07,17.62,33.17,42.32,49.08
2019-06-11 19:00:00,0.55,10.9,17.43,33.01,42.17,49
2019-06-11 20:00:00,0.54,10.75,17.32,32.95,42.05,48.94
2019-06-11 21:00:00,0.54,10.6,17.24,32.92,42,48.9
2019-06-11 22:00:00,0.54,10.47,17.18,32.89,41.94,48.87
2019-06-11 23:00:00,0.54,10.35,17.1,32.88,41.91,48.84
2019-06-12 00:00:00,0.55,10.25,17.01,32.86,41.88,48.8
2019-06-12 01:00:00,0.55,10.15,16.92,32.82,41.83,48.76
2019-06-12 02:00:00,0.55,10.06,16.84,32.79,41.81,48.75
2019-06-12 03:00:00,0.56,9.97,16.76,32.74,41.79,48.73
2019-06-12 04:00:00,0.56,9.9,16.67,32.71,41.76,48.71
2019-06-12 05:00:00,0.57,9.84,16.61,32.66,41.73,48.7
2019-06-12 06:00:00,0.57,9.79,16.54,32.62,41.7,48.68
2019-06-12 07:00:00,0.59,9.74,16.46,32.57,41.65,48.64
2019-06-12 08:00:00,0.61,9.73,16.38,32.5,41.59,48.61
2019-06-12 09:00:00,0.63,9.76,16.26,32.37,41.47,48.56
2019-06-12 10:00:00,0.64,9.8,16.1,32.18,41.33,48.5
2019-06-12 11:00:00,0.62,9.87,15.89,31.93,41.13,48.4
2019-06-12 12:00:00,0.61,9.94,15.59,31.62,40.87,48.28
2019-06-12 13:00:00,0.58,10.01,15.29,31.3,40.62,48.15
2019-06-12 14:00:00,0.54,9.94,15.03,31,40.38,48.03
2019-06-12 15:00:00,0.53,9.89,14.88,30.8,40.2,47.93
2019-06-12 16:00:00,0.52,9.83,14.64,30.54,39.97,47.79
2019-06-12 17:00:00,0.5,9.78,14.43,30.31,39.76,47.67
2019-06-12 18:00:00,0.49,9.68,14.29,30.16,39.58,47.57
2019-06-12 19:00:00,0.47,9.57,14.16,30.02,39.41,47.47
2019-06-12 20:00:00,0.46,9.42,14.09,29.96,39.31,47.4
2019-06-12 21:00:00,0.46,9.29,14.03,29.94,39.26,47.33
2019-06-12 22:00:00,0.46,9.17,13.95,29.94,39.21,47.27
2019-06-12 23:00:00,0.46,9.07,13.87,29.91,39.19,47.23
2019-06-13 00:00:00,0.47,8.96,13.79,29.89,39.17,47.19
2019-06-13 01:00:00,0.47,8.86,13.73,29.87,39.16,47.17
2019-06-13 02:00:00,0.47,8.77,13.64,29.82,39.12,47.14
2019-06-13 03:00:00,0.47,8.69,13.57,29.79,39.09,47.12
2019-06-13 04:00:00,0.47,8.62,13.5,29.74,39.05,47.09
2019-06-13 05:00:00,0.47,8.55,13.43,29.69,39.02,47.06
2019-06-13 06:00:00,0.47,8.49,13.35,29.64,38.98,47.02
2019-06-13 07:00:00,0.48,8.45,13.28,29.59,38.93,46.97
2019-06-13 08:00:00,0.52,8.44,13.2,29.5,38.84,46.89
2019-06-13 09:00:00,0.56,8.48,13.1,29.33,38.7,46.81
2019-06-13 10:00:00,0.55,8.53,12.96,29.07,38.53,46.7
2019-06-13 11:00:00,0.52,8.6,12.78,28.72,38.27,46.57
2019-06-13 12:00:00,0.5,8.68,12.57,28.32,38.01,46.43
2019-06-13 13:00:00,0.47,8.76,12.36,27.92,37.71,46.29
2019-06-13 14:00:00,0.43,8.81,12.16,27.51,37.39,46.12
2019-06-13 15:00:00,0.41,8.83,11.99,27.11,37.07,45.96
2019-06-13 16:00:00,0.4,8.79,11.82,26.76,36.76,45.81
2019-06-13 17:00:00,0.4,8.73,11.68,26.45,36.49,45.66
2019-06-13 18:00:00,0.39,8.64,11.57,26.23,36.27,45.54
2019-06-13 19:00:00,0.38,8.56,11.49,26.07,36.1,45.44
2019-06-13 20:00:00,0.38,8.47,11.43,26,35.99,45.34
2019-06-13 21:00:00,0.38,8.38,11.39,25.97,35.91,45.27
2019-06-13 22:00:00,0.38,8.26,11.34,25.95,35.88,45.21
2019-06-13 23:00:00,0.38,8.16,11.27,25.94,35.83,45.15
2019-06-14 00:00:00,0.38,8.07,11.2,25.93,35.78,45.1
2019-06-14 01:00:00,0.38,8,11.14,25.9,35.76,45.05
2019-06-14 02:00:00,0.38,7.93,11.08,25.88,35.74,45.01
2019-06-14 03:00:00,0.39,7.86,11.01,25.85,35.71,44.98
2019-06-14 04:00:00,0.39,7.81,10.95,25.81,35.67,44.94
2019-06-14 05:00:00,0.4,7.76,10.88,25.77,35.63,44.9
2019-06-14 06:00:00,0.4,7.73,10.83,25.74,35.61,44.86
2019-06-14 07:00:00,0.42,7.69,10.79,25.69,35.56,44.82
2019-06-14 08:00:00,0.44,7.69,10.73,25.63,35.48,44.77
2019-06-14 09:00:00,0.47,7.71,10.68,25.5,35.35,44.69
2019-06-14 10:00:00,0.48,7.77,10.6,25.32,35.19,44.59
2019-06-14 11:00:00,0.47,7.84,10.51,25.03,34.97,44.48
2019-06-14 12:00:00,0.47,7.93,10.41,24.69,34.7,44.32
2019-06-14 13:00:00,0.44,8.02,10.31,24.56,34.42,44.18
2019-06-14 14:00:00,0.42,8.07,10.21,24.4,34.16,44.07
2019-06-14 15:00:00,0.41,8.09,10.1,24.1,33.86,43.91
2019-06-14 16:00:00,0.39,8.07,10.02,23.79,33.57,43.76
2019-06-14 17:00:00,0.38,8.04,9.97,22.99,33.35,43.64
2019-06-14 18:00:00,0.38,7.98,9.93,22.83,33.16,43.52
2019-06-14 19:00:00,0.37,7.93,9.9,22.76,33.04,43.42
2019-06-14 20:00:00,0.37,7.86,9.87,22.73,32.97,43.35
2019-06-14 21:00:00,0.37,7.8,9.84,22.72,32.91,43.28
2019-06-14 22:00:00,0.37,7.72,9.8,22.71,32.88,43.22
2019-06-14 23:00:00,0.37,7.65,9.76,22.7,32.83,43.17
2019-06-15 00:00:00,0.37,7.59,9.72,22.68,32.8,43.11
2019-06-15 01:00:00,0.38,7.54,9.68,22.66,32.77,43.05
2019-06-15 02:00:00,0.48,7.52,9.65,22.65,32.73,43
2019-06-15 03:00:00,0.68,7.52,9.61,22.63,32.7,42.95
2019-06-15 04:00:00,0.64,7.5,9.59,22.61,32.68,42.91
2019-06-15 05:00:00,0.6,7.47,9.55,22.58,32.65,42.87
2019-06-15 06:00:00,0.58,7.44,9.52,22.55,32.62,42.84
2019-06-15 07:00:00,0.58,7.42,9.49,22.53,32.58,42.81
2019-06-15 08:00:00,0.6,7.42,9.46,22.49,32.54,42.76
2019-06-15 09:00:00,0.61,7.45,9.42,22.42,32.44,42.68
2019-06-15 10:00:00,0.58,7.51,9.39,22.29,32.28,42.58
2019-06-15 11:00:00,0.54,7.56,9.35,22.07,32.04,42.47
2019-06-15 12:00:00,0.5,7.63,9.32,21.76,31.73,42.34
2019-06-15 13:00:00,0.46,7.69,9.29,21.47,31.42,42.21
2019-06-15 14:00:00,0.41,7.73,9.27,21.14,31.05,42.06
2019-06-15 15:00:00,0.38,7.75,9.25,20.81,30.65,41.92
2019-06-15 16:00:00,0.37,7.75,9.23,20.51,30.24,41.77
2019-06-15 17:00:00,0.34,7.73,9.24,20.28,29.85,41.6
2019-06-15 18:00:00,0.34,7.69,9.24,20.11,29.55,41.45
2019-06-15 19:00:00,0.32,7.63,9.24,20.01,29.34,41.32
2019-06-15 20:00:00,0.33,7.56,9.23,19.98,29.21,41.2
2019-06-15 21:00:00,0.32,7.48,9.22,19.97,29.16,41.11
2019-06-15 22:00:00,0.33,7.42,9.21,19.98,29.13,41.05
2019-06-15 23:00:00,0.33,7.36,9.16,19.97,29.08,40.99
2019-06-16 00:00:00,0.32,7.3,9.1,19.95,29.06,40.93
2019-06-16 01:00:00,0.33,7.24,9.07,19.92,29.04,40.89
2019-06-16 02:00:00,0.33,7.18,9.02,19.89,29.01,40.83
2019-06-16 03:00:00,0.33,7.13,8.98,19.87,28.99,40.8
2019-06-16 04:00:00,0.34,7.09,8.95,19.84,28.97,40.76
2019-06-16 05:00:00,0.35,7.09,8.92,19.81,28.95,40.72
2019-06-16 06:00:00,0.36,7.08,8.89,19.78,28.92,40.68
2019-06-16 07:00:00,0.37,7.06,8.87,19.75,28.87,40.63
2019-06-16 08:00:00,0.38,7.07,8.86,19.73,28.8,40.56
2019-06-16 09:00:00,0.4,7.09,8.85,19.67,28.64,40.44
2019-06-16 10:00:00,0.39,7.14,8.84,19.59,28.38,40.29
2019-06-16 11:00:00,0.37,7.19,8.84,19.42,28.01,40.13
2019-06-16 12:00:00,0.35,7.27,8.83,19.2,27.57,39.95
2019-06-16 13:00:00,0.33,7.36,8.83,18.94,27.04,39.78
2019-06-16 14:00:00,0.3,7.42,8.84,18.66,26.48,39.6
2019-06-16 15:00:00,0.28,7.43,8.85,18.42,25.9,39.41
