Date/Time,0cm EAG Soil Moisture [%] ,-10cm EAG Soil Moisture [%],-20cm EAG Soil Moisture [%],-30cm EAG Soil Moisture [%],-40cm EAG Soil Moisture [%],-50cm EAG Soil Moisture [%]
2019-07-05 08:00:00,0.1,4.62,6.28,11.18,9.41,19.03
2019-07-05 09:00:00,0.11,4.68,6.26,11.17,9.4,19.02
2019-07-05 10:00:00,0.1,4.77,6.27,11.15,9.4,19
2019-07-05 11:00:00,0.09,4.82,6.29,11.15,9.39,19
2019-07-05 12:00:00,0.08,4.91,6.32,11.14,9.37,18.98
2019-07-05 13:00:00,0.06,4.96,6.36,11.15,9.36,18.98
2019-07-05 14:00:00,0.05,5,6.42,11.17,9.36,18.97
2019-07-05 15:00:00,0.05,5.02,6.48,11.18,9.36,18.97
2019-07-05 16:00:00,0.05,4.99,6.52,11.21,9.36,18.96
2019-07-05 17:00:00,0.05,4.94,6.56,11.24,9.35,18.96
2019-07-05 18:00:00,0.06,4.89,6.56,11.28,9.36,18.98
2019-07-05 19:00:00,0.07,4.82,6.56,11.32,9.38,18.96
2019-07-05 20:00:00,0.07,4.79,6.54,11.35,9.4,18.97
2019-07-05 21:00:00,0.08,4.77,6.53,11.36,9.41,18.99
2019-07-05 22:00:00,0.08,4.75,6.5,11.37,9.42,19.01
2019-07-05 23:00:00,0.08,4.74,6.48,11.39,9.47,19.03
2019-07-06 00:00:00,0.09,4.72,6.46,11.37,9.49,19.05
2019-07-06 01:00:00,0.09,4.7,6.43,11.36,9.5,19.07
2019-07-06 02:00:00,0.09,4.67,6.41,11.36,9.5,19.07
2019-07-06 03:00:00,0.09,4.64,6.38,11.33,9.51,19.08
2019-07-06 04:00:00,0.09,4.62,6.35,11.32,9.48,19.09
2019-07-06 05:00:00,0.09,4.59,6.32,11.29,9.46,19.1
2019-07-06 06:00:00,0.09,4.56,6.29,11.25,9.47,19.13
2019-07-06 07:00:00,0.1,4.55,6.27,11.23,9.48,19.13
2019-07-06 08:00:00,0.11,4.57,6.24,11.21,9.46,19.12
2019-07-06 09:00:00,0.11,4.63,6.23,11.17,9.45,19.1
2019-07-06 10:00:00,0.12,4.72,6.22,11.14,9.42,19.08
2019-07-06 11:00:00,0.11,4.83,6.24,11.13,9.41,19.07
2019-07-06 12:00:00,0.08,4.9,6.27,11.12,9.42,19.07
2019-07-06 13:00:00,0.07,4.94,6.32,11.13,9.45,19.05
2019-07-06 14:00:00,0.05,4.95,6.38,11.14,9.42,19.04
2019-07-06 15:00:00,0.05,4.94,6.43,11.17,9.4,19.02
2019-07-06 16:00:00,0.05,4.89,6.47,11.21,9.39,19.01
2019-07-06 17:00:00,0.05,4.85,6.5,11.23,9.39,19.01
2019-07-06 18:00:00,0.05,4.81,6.52,11.25,9.41,19.01
2019-07-06 19:00:00,0.06,4.77,6.52,11.29,9.41,19.02
2019-07-06 20:00:00,0.07,4.72,6.51,11.31,9.43,19.04
2019-07-06 21:00:00,0.07,4.69,6.49,11.33,9.46,19.06
2019-07-06 22:00:00,0.07,4.68,6.47,11.36,9.48,19.07
2019-07-06 23:00:00,0.08,4.65,6.45,11.34,9.5,19.08
2019-07-07 00:00:00,0.08,4.63,6.43,11.33,9.52,19.11
2019-07-07 01:00:00,0.08,4.61,6.39,11.33,9.53,19.11
2019-07-07 02:00:00,0.09,4.6,6.37,11.3,9.53,19.12
2019-07-07 03:00:00,0.09,4.59,6.35,11.29,9.53,19.14
2019-07-07 04:00:00,0.09,4.59,6.32,11.26,9.53,19.15
2019-07-07 05:00:00,0.09,4.56,6.3,11.24,9.55,19.16
2019-07-07 06:00:00,0.1,4.54,6.27,11.22,9.56,19.17
2019-07-07 07:00:00,0.1,4.55,6.25,11.2,9.55,19.17
2019-07-07 08:00:00,0.11,4.57,6.23,11.18,9.55,19.16
2019-07-07 09:00:00,0.11,4.63,6.22,11.15,9.53,19.16
2019-07-07 10:00:00,0.11,4.71,6.22,11.13,9.52,19.15
2019-07-07 11:00:00,0.1,4.78,6.24,11.12,9.51,19.14
2019-07-07 12:00:00,0.12,4.81,6.26,11.11,9.5,19.13
2019-07-07 13:00:00,0.1,4.86,6.28,11.12,9.49,19.14
2019-07-07 14:00:00,0.09,4.9,6.29,11.12,9.47,19.13
2019-07-07 15:00:00,0.07,4.96,6.32,11.13,9.47,19.11
2019-07-07 16:00:00,0.06,4.98,6.35,11.14,9.46,19.1
2019-07-07 17:00:00,0.07,4.92,6.39,11.16,9.46,19.1
2019-07-07 18:00:00,0.07,4.79,6.39,11.17,9.47,19.11
2019-07-07 19:00:00,0.08,4.73,6.38,11.18,9.47,19.11
2019-07-07 20:00:00,0.09,4.73,6.38,11.2,9.48,19.12
2019-07-07 21:00:00,0.09,4.71,6.37,11.2,9.49,19.12
2019-07-07 22:00:00,0.09,4.69,6.36,11.21,9.5,19.14
2019-07-07 23:00:00,0.09,4.67,6.35,11.22,9.52,19.16
2019-07-08 00:00:00,0.09,4.66,6.34,11.23,9.52,19.15
2019-07-08 01:00:00,0.09,4.63,6.31,11.21,9.52,19.18
2019-07-08 02:00:00,0.09,4.62,6.29,11.2,9.53,19.22
2019-07-08 03:00:00,0.09,4.62,6.27,11.18,9.53,19.23
2019-07-08 04:00:00,0.09,4.59,6.24,11.17,9.53,19.24
2019-07-08 05:00:00,0.1,4.58,6.22,11.15,9.53,19.27
2019-07-08 06:00:00,0.1,4.57,6.2,11.13,9.52,19.26
2019-07-08 07:00:00,0.1,4.6,6.18,11.1,9.51,19.27
2019-07-08 08:00:00,0.11,4.62,6.17,11.09,9.5,19.23
2019-07-08 09:00:00,0.12,4.69,6.16,11.07,9.49,19.21
2019-07-08 10:00:00,0.12,4.78,6.17,11.05,9.48,19.2
2019-07-08 11:00:00,0.1,4.87,6.18,11.04,9.46,19.18
2019-07-08 12:00:00,0.09,4.91,6.21,11.03,9.45,19.18
2019-07-08 13:00:00,0.08,4.95,6.24,11.04,9.45,19.18
2019-07-08 14:00:00,0.07,4.96,6.29,11.07,9.45,19.16
2019-07-08 15:00:00,0.06,4.95,6.32,11.09,9.44,19.16
2019-07-08 16:00:00,0.06,4.92,6.35,11.1,9.44,19.15
2019-07-08 17:00:00,0.06,4.89,6.38,11.13,9.44,19.15
2019-07-08 18:00:00,0.06,4.85,6.4,11.16,9.45,19.14
2019-07-08 19:00:00,0.07,4.79,6.4,11.18,9.45,19.16
2019-07-08 20:00:00,0.07,4.76,6.39,11.2,9.48,19.17
2019-07-08 21:00:00,0.08,4.75,6.38,11.21,9.49,19.18
2019-07-08 22:00:00,0.08,4.73,6.37,11.22,9.49,19.2
2019-07-08 23:00:00,0.08,4.71,6.35,11.22,9.5,19.21
2019-07-09 00:00:00,0.08,4.68,6.33,11.22,9.52,19.23
2019-07-09 01:00:00,0.08,4.66,6.31,11.21,9.53,19.24
2019-07-09 02:00:00,0.08,4.64,6.28,11.2,9.54,19.25
2019-07-09 03:00:00,0.09,4.61,6.26,11.19,9.54,19.25
2019-07-09 04:00:00,0.09,4.58,6.23,11.16,9.54,19.27
2019-07-09 05:00:00,0.09,4.58,6.21,11.14,9.53,19.27
2019-07-09 06:00:00,0.09,4.56,6.19,11.12,9.53,19.27
2019-07-09 07:00:00,0.09,4.56,6.17,11.1,9.52,19.28
2019-07-09 08:00:00,0.1,4.57,6.15,11.08,9.51,19.27
2019-07-09 09:00:00,0.1,4.63,6.14,11.06,9.5,19.28
2019-07-09 10:00:00,0.1,4.67,6.14,11.04,9.51,19.27
2019-07-09 11:00:00,0.11,4.75,6.15,11.03,9.5,19.26
2019-07-09 12:00:00,0.1,4.81,6.16,11.02,9.48,19.27
2019-07-09 13:00:00,0.1,4.85,6.18,11.01,9.48,19.27
2019-07-09 14:00:00,0.08,4.89,6.2,11.01,9.47,19.25
2019-07-09 15:00:00,0.06,4.89,6.23,11.02,9.46,19.23
2019-07-09 16:00:00,0.06,4.8,6.26,11.03,9.46,19.22
2019-07-09 17:00:00,0.06,4.69,6.26,11.05,9.45,19.22
2019-07-09 18:00:00,0.06,4.62,6.26,11.06,9.46,19.22
2019-07-09 19:00:00,0.06,4.57,6.26,11.08,9.46,19.22
2019-07-09 20:00:00,0.07,4.57,6.25,11.09,9.47,19.23
2019-07-09 21:00:00,0.07,4.59,6.25,11.1,9.49,19.25
2019-07-09 22:00:00,0.07,4.59,6.25,11.11,9.5,19.25
2019-07-09 23:00:00,0.07,4.62,6.24,11.11,9.51,19.27
2019-07-10 00:00:00,0.07,4.59,6.22,11.11,9.52,19.28
2019-07-10 01:00:00,0.07,4.59,6.21,11.1,9.53,19.29
2019-07-10 02:00:00,0.07,4.54,6.19,11.08,9.53,19.29
2019-07-10 03:00:00,0.07,4.48,6.16,11.06,9.52,19.31
2019-07-10 04:00:00,0.08,4.45,6.14,11.04,9.52,19.3
2019-07-10 05:00:00,0.08,4.44,6.12,11.02,9.5,19.3
2019-07-10 06:00:00,0.08,4.42,6.09,10.99,9.51,19.3
2019-07-10 07:00:00,0.09,4.41,6.07,10.97,9.49,19.29
2019-07-10 08:00:00,0.09,4.46,6.05,10.94,9.49,19.29
2019-07-10 09:00:00,0.1,4.52,6.04,10.92,9.47,19.27
2019-07-10 10:00:00,0.1,4.57,6.05,10.9,9.46,19.26
2019-07-10 11:00:00,0.1,4.68,6.06,10.88,9.46,19.25
2019-07-10 12:00:00,0.08,4.75,6.09,10.89,9.44,19.24
2019-07-10 13:00:00,0.13,5.15,6.11,10.89,9.45,19.24
2019-07-10 14:00:00,0.14,5.78,6.15,10.91,9.44,19.22
2019-07-10 15:00:00,0.08,6.33,6.17,10.93,9.44,19.21
2019-07-10 16:00:00,0.06,6.07,6.16,10.93,9.44,19.2
2019-07-10 17:00:00,0.05,5.96,6.16,10.95,9.43,19.2
2019-07-10 18:00:00,0.05,5.87,6.16,10.95,9.44,19.2
2019-07-10 19:00:00,0.04,5.78,6.16,10.96,9.44,19.2
2019-07-10 20:00:00,0.04,5.71,6.15,10.97,9.44,19.21
2019-07-10 21:00:00,0.03,5.64,6.14,10.97,9.45,19.22
2019-07-10 22:00:00,0.03,5.57,6.13,10.97,9.46,19.22
2019-07-10 23:00:00,0.03,5.49,6.11,10.96,9.47,19.23
2019-07-11 00:00:00,0.03,5.43,6.08,10.95,9.46,19.23
2019-07-11 01:00:00,0.03,5.37,6.05,10.92,9.46,19.23
2019-07-11 02:00:00,0.03,5.3,6.01,10.9,9.44,19.23
2019-07-11 03:00:00,0.03,5.24,5.97,10.87,9.44,19.23
2019-07-11 04:00:00,0.03,5.18,5.94,10.84,9.43,19.23
2019-07-11 05:00:00,0.03,5.14,5.91,10.81,9.42,19.23
2019-07-11 06:00:00,0.03,5.13,5.88,10.78,9.41,19.22
2019-07-11 07:00:00,0.04,5.1,5.86,10.75,9.39,19.21
2019-07-11 08:00:00,0.03,5.1,5.84,10.72,9.38,19.2
2019-07-11 09:00:00,0.04,5.19,5.83,10.69,9.36,19.19
2019-07-11 10:00:00,0.04,5.35,5.85,10.67,9.35,19.17
2019-07-11 11:00:00,0.04,5.52,5.89,10.66,9.33,19.14
2019-07-11 12:00:00,0.03,5.65,5.94,10.67,9.32,19.13
2019-07-11 13:00:00,0.03,5.76,6,10.67,9.31,19.11
2019-07-11 14:00:00,0.02,5.82,6.05,10.68,9.3,19.09
2019-07-11 15:00:00,0.02,5.82,6.09,10.7,9.3,19.08
2019-07-11 16:00:00,0.02,5.82,6.13,10.77,9.3,19.08
2019-07-11 17:00:00,0.02,5.8,6.17,10.8,9.31,19.08
2019-07-11 18:00:00,0.02,5.76,6.19,10.81,9.33,19.07
2019-07-11 19:00:00,0.02,5.7,6.21,10.84,9.36,19.08
2019-07-11 20:00:00,0.02,5.63,6.2,10.87,9.37,19.08
2019-07-11 21:00:00,0.02,5.57,6.2,10.89,9.37,19.1
2019-07-11 22:00:00,0.02,5.51,6.18,10.91,9.39,19.11
2019-07-11 23:00:00,0.02,5.46,6.17,10.92,9.39,19.11
2019-07-12 00:00:00,0.02,5.41,6.14,10.91,9.4,19.12
2019-07-12 01:00:00,0.02,5.36,6.11,10.9,9.42,19.13
2019-07-12 02:00:00,0.02,5.33,6.09,10.88,9.41,19.14
2019-07-12 03:00:00,0.02,5.3,6.07,10.89,9.41,19.14
2019-07-12 04:00:00,0.02,5.26,6.05,10.88,9.42,19.15
2019-07-12 05:00:00,0.02,5.23,6.03,10.85,9.41,19.15
2019-07-12 06:00:00,0.02,5.21,6.01,10.83,9.4,19.16
2019-07-12 07:00:00,0.02,5.2,5.98,10.82,9.39,19.16
2019-07-12 08:00:00,0.02,5.23,5.97,10.79,9.4,19.15
2019-07-12 09:00:00,0.02,5.31,5.96,10.77,9.37,19.14
2019-07-12 10:00:00,0.02,5.39,5.97,10.75,9.37,19.13
2019-07-12 11:00:00,0.02,5.47,5.99,10.75,9.36,19.13
2019-07-12 12:00:00,0.02,5.57,6.01,10.74,9.35,19.12
2019-07-12 13:00:00,0.02,5.64,6.04,10.72,9.35,19.12
2019-07-12 14:00:00,0.02,5.69,6.08,10.75,9.35,19.11
2019-07-12 15:00:00,0.02,5.72,6.11,10.76,9.35,19.1
2019-07-12 16:00:00,0.02,5.73,6.14,10.78,9.35,19.09
2019-07-12 17:00:00,0.01,5.67,6.18,10.8,9.35,19.08
2019-07-12 18:00:00,0.01,5.59,6.2,10.84,9.36,19.08
2019-07-12 19:00:00,0.02,5.51,6.21,10.86,9.36,19.09
2019-07-12 20:00:00,0.02,5.46,6.22,10.89,9.38,19.1
2019-07-12 21:00:00,0.02,5.4,6.21,10.91,9.39,19.12
2019-07-12 22:00:00,0.01,5.35,6.2,10.92,9.41,19.12
2019-07-12 23:00:00,0.01,5.29,6.18,10.93,9.42,19.13
2019-07-13 00:00:00,0.01,5.24,6.15,10.92,9.43,19.15
2019-07-13 01:00:00,0.01,5.19,6.13,10.91,9.43,19.16
2019-07-13 02:00:00,0.01,5.15,6.1,10.89,9.44,19.17
2019-07-13 03:00:00,0.01,5.1,6.07,10.87,9.44,19.18
2019-07-13 04:00:00,0.01,5.06,6.05,10.85,9.44,19.18
2019-07-13 05:00:00,0.01,5.02,6.02,10.82,9.44,19.18
2019-07-13 06:00:00,0.01,4.99,6,10.8,9.42,19.19
2019-07-13 07:00:00,0.02,4.98,5.97,10.78,9.41,19.19
2019-07-13 08:00:00,0.02,5.02,5.96,10.75,9.41,19.18
2019-07-13 09:00:00,0.02,5.09,5.96,10.73,9.39,19.19
2019-07-13 10:00:00,0.03,5.2,5.97,10.72,9.39,19.18
2019-07-13 11:00:00,0.02,5.36,5.99,10.71,9.38,19.16
2019-07-13 12:00:00,0.02,5.44,6.02,10.7,9.38,19.16
2019-07-13 13:00:00,0.02,5.54,6.06,10.71,9.37,19.17
2019-07-13 14:00:00,0.02,5.59,6.1,10.73,9.37,19.14
2019-07-13 15:00:00,0.01,5.58,6.15,10.75,9.37,19.14
2019-07-13 16:00:00,0.02,5.49,6.15,10.78,9.37,19.14
2019-07-13 17:00:00,0.02,5.47,6.15,10.79,9.38,19.14
2019-07-13 18:00:00,0.01,5.46,6.15,10.82,9.38,19.14
2019-07-13 19:00:00,0.02,5.43,6.17,10.84,9.4,19.15
2019-07-13 20:00:00,0.01,5.4,6.18,10.86,9.41,19.16
2019-07-13 21:00:00,0.01,5.34,6.18,10.88,9.42,19.17
2019-07-13 22:00:00,0.01,5.29,6.18,10.89,9.43,19.18
2019-07-13 23:00:00,0.01,5.23,6.17,10.9,9.44,19.2
2019-07-14 00:00:00,0.01,5.15,6.14,10.9,9.44,19.22
2019-07-14 01:00:00,0.01,5.09,6.11,10.89,9.45,19.22
2019-07-14 02:00:00,0.01,5.04,6.07,10.87,9.45,19.23
2019-07-14 03:00:00,0.01,5,6.05,10.84,9.45,19.23
2019-07-14 04:00:00,0.01,4.95,6.02,10.82,9.44,19.24
2019-07-14 05:00:00,0.01,4.91,5.99,10.79,9.44,19.24
2019-07-14 06:00:00,0.01,4.88,5.96,10.76,9.43,19.25
2019-07-14 07:00:00,0.01,4.84,5.93,10.74,9.42,19.25
2019-07-14 08:00:00,0.01,4.88,5.92,10.71,9.41,19.24
2019-07-14 09:00:00,0.02,4.97,5.91,10.68,9.4,19.24
2019-07-14 10:00:00,0.02,5.11,5.93,10.67,9.39,19.23
2019-07-14 11:00:00,0.02,5.26,5.95,10.65,9.37,19.21
2019-07-14 12:00:00,0.02,5.36,5.99,10.64,9.36,19.19
2019-07-14 13:00:00,0.01,5.42,6.02,10.64,9.35,19.17
2019-07-14 14:00:00,0.01,5.46,6.06,10.66,9.35,19.17
2019-07-14 15:00:00,0.01,5.46,6.08,10.68,9.34,19.16
2019-07-14 16:00:00,0.01,5.48,6.11,10.7,9.34,19.14
2019-07-14 17:00:00,0.01,5.46,6.13,10.72,9.34,19.13
2019-07-14 18:00:00,0.01,5.43,6.15,10.75,9.35,19.13
2019-07-14 19:00:00,0.01,5.39,6.17,10.78,9.37,19.14
2019-07-14 20:00:00,0.01,5.34,6.19,10.81,9.37,19.15
2019-07-14 21:00:00,0.01,5.29,6.19,10.85,9.39,19.17
2019-07-14 22:00:00,0.01,5.23,6.17,10.86,9.4,19.18
2019-07-14 23:00:00,0.01,5.2,6.15,10.87,9.42,19.19
2019-07-15 00:00:00,0.01,5.16,6.13,10.87,9.44,19.21
2019-07-15 01:00:00,0.01,5.12,6.11,10.86,9.44,19.23
2019-07-15 02:00:00,0.01,5.07,6.08,10.85,9.45,19.24
2019-07-15 03:00:00,0.01,5.05,6.06,10.83,9.45,19.25
2019-07-15 04:00:00,0.01,5.03,6.04,10.81,9.45,19.25
2019-07-15 05:00:00,0.01,5,6.02,10.79,9.45,19.26
2019-07-15 06:00:00,0.01,4.98,6.01,10.77,9.45,19.26
2019-07-15 07:00:00,0.02,4.98,5.99,10.75,9.44,19.26
2019-07-15 08:00:00,0.03,5.01,5.97,10.73,9.42,19.26
2019-07-15 09:00:00,0.02,5.03,5.96,10.73,9.42,19.26
2019-07-15 10:00:00,0.02,5.05,5.95,10.72,9.41,19.25
2019-07-15 11:00:00,0.02,5.14,5.96,10.68,9.41,19.25
2019-07-15 12:00:00,0.02,5.19,5.97,10.66,9.39,19.25
2019-07-15 13:00:00,0.02,5.21,5.98,10.67,9.38,19.23
2019-07-15 14:00:00,0.02,5.22,5.98,10.66,9.38,19.23
2019-07-15 15:00:00,0.02,5.24,5.99,10.66,9.37,19.23
2019-07-15 16:00:00,0.02,5.25,5.99,10.66,9.37,19.23
2019-07-15 17:00:00,0.02,5.27,5.99,10.66,9.37,19.22
2019-07-15 18:00:00,0.03,5.33,6,10.66,9.36,19.21
2019-07-15 19:00:00,0.02,5.37,5.99,10.66,9.36,19.2
2019-07-15 20:00:00,0.02,5.34,5.98,10.65,9.36,19.2
2019-07-15 21:00:00,0.02,5.3,5.97,10.64,9.36,19.19
2019-07-15 22:00:00,0.02,5.26,5.96,10.64,9.36,19.19
2019-07-15 23:00:00,0.02,5.24,5.94,10.66,9.35,19.19
2019-07-16 00:00:00,0.02,5.24,5.93,10.62,9.35,19.19
2019-07-16 01:00:00,0.02,5.25,5.92,10.61,9.34,19.2
2019-07-16 02:00:00,0.03,5.31,5.92,10.59,9.33,19.19
2019-07-16 03:00:00,0.03,5.29,5.9,10.59,9.34,19.18
2019-07-16 04:00:00,0.03,5.23,5.87,10.56,9.32,19.17
2019-07-16 05:00:00,0.04,5.17,5.85,10.55,9.31,19.16
2019-07-16 06:00:00,0.04,5.13,5.82,10.53,9.31,19.15
2019-07-16 07:00:00,0.04,5.11,5.8,10.5,9.3,19.15
2019-07-16 08:00:00,0.05,5.12,5.78,10.48,9.28,19.15
2019-07-16 09:00:00,0.04,5.21,5.78,10.46,9.28,19.13
2019-07-16 10:00:00,0.04,5.33,5.79,10.45,9.26,19.12
2019-07-16 11:00:00,0.04,5.44,5.84,10.45,9.25,19.11
2019-07-16 12:00:00,0.03,5.55,5.88,10.46,9.25,19.1
2019-07-16 13:00:00,0.02,5.63,5.91,10.46,9.24,19.07
2019-07-16 14:00:00,0.02,5.68,5.94,10.47,9.24,19.07
2019-07-16 15:00:00,0.02,5.67,5.96,10.5,9.24,19.04
2019-07-16 16:00:00,0.01,5.64,5.98,10.51,9.23,19.03
2019-07-16 17:00:00,0.01,5.62,5.99,10.53,9.23,19.03
2019-07-16 18:00:00,0.01,5.57,6,10.54,9.24,19.02
2019-07-16 19:00:00,0.01,5.51,6.01,10.56,9.25,19.03
2019-07-16 20:00:00,0.01,5.44,6.01,10.58,9.26,19.04
2019-07-16 21:00:00,0.01,5.37,6.02,10.61,9.29,19.05
2019-07-16 22:00:00,0.01,5.3,6.02,10.64,9.3,19.06
2019-07-16 23:00:00,0.01,5.22,5.99,10.63,9.3,19.07
2019-07-17 00:00:00,0.01,5.15,5.96,10.62,9.32,19.08
2019-07-17 01:00:00,0.01,5.09,5.93,10.61,9.32,19.08
2019-07-17 02:00:00,0.01,5.04,5.91,10.6,9.31,19.08
2019-07-17 03:00:00,0.01,4.99,5.88,10.58,9.31,19.1
2019-07-17 04:00:00,0.01,4.93,5.85,10.55,9.31,19.1
2019-07-17 05:00:00,0.01,4.89,5.82,10.53,9.3,19.1
