soilType,plotCluster ,wine,flavorType,sensoryFlavor,judgeNumber,ratioFlavorJudge
sandySilty,55,2017_OXYBENNE_VIO_OX_1_1,taste,astringent,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_2_03_0,taste,astringent,1,1.00
sandySilty,55,2017_OXYBENNE_VIO_OX_4_0,taste,astringent,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_EG_2_0,taste,astringent,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_EG_3_0,taste,astringent,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_1_1,taste,empyreumatic,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_2_03_0,taste,empyreumatic,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_4_0,taste,empyreumatic,1,1.00
sandySilty,55,2017_OXYBENNE_VIO_EG_2_0,taste,empyreumatic,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_EG_3_0,taste,empyreumatic,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_1_1,taste,pear,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_2_03_0,taste,pear,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_4_0,taste,pear,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_EG_2_0,taste,pear,1,1.00
sandySilty,55,2017_OXYBENNE_VIO_EG_3_0,taste,pear,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_1_1,taste,alcohol,4,0.25
sandySilty,55,2017_OXYBENNE_VIO_OX_2_03_0,taste,alcohol,4,0.75
sandySilty,55,2017_OXYBENNE_VIO_OX_4_0,taste,alcohol,4,0.25
sandySilty,55,2017_OXYBENNE_VIO_EG_2_0,taste,alcohol,4,NaN
sandySilty,55,2017_OXYBENNE_VIO_EG_3_0,taste,alcohol,4,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_1_1,taste,dilute,4,0.50
sandySilty,55,2017_OXYBENNE_VIO_OX_2_03_0,taste,dilute,4,0.25
sandySilty,55,2017_OXYBENNE_VIO_OX_4_0,taste,dilute,4,0.50
sandySilty,55,2017_OXYBENNE_VIO_EG_2_0,taste,dilute,4,0.50
sandySilty,55,2017_OXYBENNE_VIO_EG_3_0,taste,dilute,4,0.25
sandySilty,55,2017_OXYBENNE_VIO_OX_1_1,taste,acid,2,0.50
sandySilty,55,2017_OXYBENNE_VIO_OX_2_03_0,taste,acid,2,1.00
sandySilty,55,2017_OXYBENNE_VIO_OX_4_0,taste,acid,2,0.50
sandySilty,55,2017_OXYBENNE_VIO_EG_2_0,taste,acid,2,NaN
sandySilty,55,2017_OXYBENNE_VIO_EG_3_0,taste,acid,2,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_1_1,taste,bitterness,2,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_2_03_0,taste,bitterness,2,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_4_0,taste,bitterness,2,0.50
sandySilty,55,2017_OXYBENNE_VIO_EG_2_0,taste,bitterness,2,NaN
sandySilty,55,2017_OXYBENNE_VIO_EG_3_0,taste,bitterness,2,1.00
sandySilty,55,2017_OXYBENNE_VIO_OX_1_1,taste,blottingPaper,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_2_03_0,taste,blottingPaper,1,1.00
sandySilty,55,2017_OXYBENNE_VIO_OX_4_0,taste,blottingPaper,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_EG_2_0,taste,blottingPaper,1,1.00
sandySilty,55,2017_OXYBENNE_VIO_EG_3_0,taste,blottingPaper,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_1_1,taste,paper,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_2_03_0,taste,paper,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_4_0,taste,paper,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_EG_2_0,taste,paper,1,1.00
sandySilty,55,2017_OXYBENNE_VIO_EG_3_0,taste,paper,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T0,visual,alsmostColourless,6,0.67
sandySiltyClay,73,2017_INERTIS_MAC_01_T4,visual,alsmostColourless,6,0.67
sandySiltyClay,73,2017_INERTIS_MAC_02_T0,visual,alsmostColourless,6,0.83
sandySiltyClay,73,2017_INERTIS_MAC_02_T4,visual,alsmostColourless,6,0.67
sandySiltyClay,73,2017_INERTIS_MAC_01_T0,visual,veryLightYellowWithGreenSparkles,4,0.50
sandySiltyClay,73,2017_INERTIS_MAC_01_T4,visual,veryLightYellowWithGreenSparkles,4,0.75
sandySiltyClay,73,2017_INERTIS_MAC_02_T0,visual,veryLightYellowWithGreenSparkles,4,0.25
sandySiltyClay,73,2017_INERTIS_MAC_02_T4,visual,veryLightYellowWithGreenSparkles,4,0.25
sandySiltyClay,73,2017_INERTIS_MAC_01_T0,visual,clear,1,1.00
sandySiltyClay,73,2017_INERTIS_MAC_01_T4,visual,clear,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T0,visual,clear,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T4,visual,clear,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T0,visual,pinky,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T4,visual,pinky,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T0,visual,pinky,1,1.00
sandySiltyClay,73,2017_INERTIS_MAC_02_T4,visual,pinky,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T0,olfactory,fruity,5,0.20
sandySiltyClay,73,2017_INERTIS_MAC_01_T4,olfactory,fruity,5,0.60
sandySiltyClay,73,2017_INERTIS_MAC_02_T0,olfactory,fruity,5,0.40
sandySiltyClay,73,2017_INERTIS_MAC_02_T4,olfactory,fruity,5,0.20
sandySiltyClay,73,2017_INERTIS_MAC_01_T0,olfactory,flowery,4,0.25
sandySiltyClay,73,2017_INERTIS_MAC_01_T4,olfactory,flowery,4,0.50
sandySiltyClay,73,2017_INERTIS_MAC_02_T0,olfactory,flowery,4,1.00
sandySiltyClay,73,2017_INERTIS_MAC_02_T4,olfactory,flowery,4,0.25
sandySiltyClay,73,2017_INERTIS_MAC_01_T0,olfactory,mineral,4,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T4,olfactory,mineral,4,0.25
sandySiltyClay,73,2017_INERTIS_MAC_02_T0,olfactory,mineral,4,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T4,olfactory,mineral,4,0.75
sandySiltyClay,73,2017_INERTIS_MAC_01_T0,olfactory,candy,3,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T4,olfactory,candy,3,0.33
sandySiltyClay,73,2017_INERTIS_MAC_02_T0,olfactory,candy,3,0.67
sandySiltyClay,73,2017_INERTIS_MAC_02_T4,olfactory,candy,3,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T0,olfactory,fermentationAroma,2,0.50
sandySiltyClay,73,2017_INERTIS_MAC_01_T4,olfactory,fermentationAroma,2,0.50
sandySiltyClay,73,2017_INERTIS_MAC_02_T0,olfactory,fermentationAroma,2,1.00
sandySiltyClay,73,2017_INERTIS_MAC_02_T4,olfactory,fermentationAroma,2,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T0,olfactory,roasted,2,0.50
sandySiltyClay,73,2017_INERTIS_MAC_01_T4,olfactory,roasted,2,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T0,olfactory,roasted,2,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T4,olfactory,roasted,2,0.50
sandySiltyClay,73,2017_INERTIS_MAC_01_T0,olfactory,vegetal,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T4,olfactory,vegetal,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T0,olfactory,vegetal,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T4,olfactory,vegetal,1,1.00
sandySiltyClay,73,2017_INERTIS_MAC_01_T0,olfactory,amylic,1,1.00
sandySiltyClay,73,2017_INERTIS_MAC_01_T4,olfactory,amylic,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T0,olfactory,amylic,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T4,olfactory,amylic,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T0,olfactory,stewedFruit,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T4,olfactory,stewedFruit,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T0,olfactory,stewedFruit,1,1.00
sandySiltyClay,73,2017_INERTIS_MAC_02_T4,olfactory,stewedFruit,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T0,olfactory,thiols,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T4,olfactory,thiols,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T0,olfactory,thiols,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T4,olfactory,thiols,1,1.00
sandySiltyClay,73,2017_INERTIS_MAC_01_T0,olfactory,ciderApple,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T4,olfactory,ciderApple,1,1.00
sandySiltyClay,73,2017_INERTIS_MAC_02_T0,olfactory,ciderApple,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T4,olfactory,ciderApple,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T0,olfactory,apple,1,1.00
sandySiltyClay,73,2017_INERTIS_MAC_01_T4,olfactory,apple,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T0,olfactory,apple,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T4,olfactory,apple,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T0,olfactory,agrume,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T4,olfactory,agrume,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T0,olfactory,agrume,1,1.00
sandySiltyClay,73,2017_INERTIS_MAC_02_T4,olfactory,agrume,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T0,olfactory,muscat,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T4,olfactory,muscat,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T0,olfactory,muscat,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T4,olfactory,muscat,1,1.00
sandySiltyClay,73,2017_INERTIS_MAC_01_T0,olfactory,ventilated (oxidised),6,0.67
sandySiltyClay,73,2017_INERTIS_MAC_01_T4,olfactory,ventilated (oxidised),6,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T0,olfactory,ventilated (oxidised),6,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T4,olfactory,ventilated (oxidised),6,0.33
sandySiltyClay,73,2017_INERTIS_MAC_01_T0,olfactory,reduced,2,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T4,olfactory,reduced,2,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T0,olfactory,reduced,2,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T4,olfactory,reduced,2,1.00
sandySiltyClay,73,2017_INERTIS_MAC_01_T0,olfactory,sulphurousAnhydric,2,1.00
sandySiltyClay,73,2017_INERTIS_MAC_01_T4,olfactory,sulphurousAnhydric,2,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T0,olfactory,sulphurousAnhydric,2,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T4,olfactory,sulphurousAnhydric,2,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T0,olfactory,ascent,1,1.00
sandySiltyClay,73,2017_INERTIS_MAC_01_T4,olfactory,ascent,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T0,olfactory,ascent,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T4,olfactory,ascent,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T0,olfactory,rubber,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T4,olfactory,rubber,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T0,olfactory,rubber,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T4,olfactory,rubber,1,1.00
sandySiltyClay,73,2017_INERTIS_MAC_01_T0,olfactory,paper,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T4,olfactory,paper,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T0,olfactory,paper,1,1.00
sandySiltyClay,73,2017_INERTIS_MAC_02_T4,olfactory,paper,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T0,olfactory,chimic,1,1.00
sandySiltyClay,73,2017_INERTIS_MAC_01_T4,olfactory,chimic,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T0,olfactory,chimic,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T4,olfactory,chimic,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T0,taste,acid,7,0.57
sandySiltyClay,73,2017_INERTIS_MAC_01_T4,taste,acid,7,0.43
sandySiltyClay,73,2017_INERTIS_MAC_02_T0,taste,acid,7,0.29
sandySiltyClay,73,2017_INERTIS_MAC_02_T4,taste,acid,7,0.43
sandySiltyClay,73,2017_INERTIS_MAC_01_T0,taste,balanced,6,0.33
sandySiltyClay,73,2017_INERTIS_MAC_01_T4,taste,balanced,6,0.33
sandySiltyClay,73,2017_INERTIS_MAC_02_T0,taste,balanced,6,0.33
sandySiltyClay,73,2017_INERTIS_MAC_02_T4,taste,balanced,6,0.67
sandySiltyClay,73,2017_INERTIS_MAC_01_T0,taste,astringent,3,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T4,taste,astringent,3,0.67
sandySiltyClay,73,2017_INERTIS_MAC_02_T0,taste,astringent,3,0.33
sandySiltyClay,73,2017_INERTIS_MAC_02_T4,taste,astringent,3,0.33
sandySiltyClay,73,2017_INERTIS_MAC_01_T0,taste,aromatic,3,0.33
sandySiltyClay,73,2017_INERTIS_MAC_01_T4,taste,aromatic,3,0.67
sandySiltyClay,73,2017_INERTIS_MAC_02_T0,taste,aromatic,3,0.67
sandySiltyClay,73,2017_INERTIS_MAC_02_T4,taste,aromatic,3,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T0,taste,bitterness,2,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T4,taste,bitterness,2,1.00
sandySiltyClay,73,2017_INERTIS_MAC_02_T0,taste,bitterness,2,0.50
sandySiltyClay,73,2017_INERTIS_MAC_02_T4,taste,bitterness,2,0.50
sandySiltyClay,73,2017_INERTIS_MAC_01_T0,taste,fat,2,0.50
sandySiltyClay,73,2017_INERTIS_MAC_01_T4,taste,fat,2,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T0,taste,fat,2,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T4,taste,fat,2,1.00
sandySiltyClay,73,2017_INERTIS_MAC_01_T0,taste,persistent,2,1.00
sandySiltyClay,73,2017_INERTIS_MAC_01_T4,taste,persistent,2,0.50
sandySiltyClay,73,2017_INERTIS_MAC_02_T0,taste,persistent,2,0.50
sandySiltyClay,73,2017_INERTIS_MAC_02_T4,taste,persistent,2,0.50
sandySiltyClay,73,2017_INERTIS_MAC_01_T0,taste,greenApple,2,0.50
sandySiltyClay,73,2017_INERTIS_MAC_01_T4,taste,greenApple,2,0.50
sandySiltyClay,73,2017_INERTIS_MAC_02_T0,taste,greenApple,2,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T4,taste,greenApple,2,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T0,taste,sweetness,1,1.00
sandySiltyClay,73,2017_INERTIS_MAC_01_T4,taste,sweetness,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T0,taste,sweetness,1,1.00
sandySiltyClay,73,2017_INERTIS_MAC_02_T4,taste,sweetness,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T0,taste,ciderApple,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T4,taste,ciderApple,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T0,taste,ciderApple,1,1.00
sandySiltyClay,73,2017_INERTIS_MAC_02_T4,taste,ciderApple,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T0,taste,silex pierre a fusil,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T4,taste,silex pierre a fusil,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T0,taste,silex pierre a fusil,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T4,taste,silex pierre a fusil,1,1.00
sandySiltyClay,73,2017_INERTIS_MAC_01_T0,taste,pear,1,1.00
sandySiltyClay,73,2017_INERTIS_MAC_01_T4,taste,pear,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T0,taste,pear,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T4,taste,pear,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T0,taste,citrusFruit,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T4,taste,citrusFruit,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T0,taste,citrusFruit,1,1.00
sandySiltyClay,73,2017_INERTIS_MAC_02_T4,taste,citrusFruit,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T0,taste,fermentationAroma,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T4,taste,fermentationAroma,1,1.00
sandySiltyClay,73,2017_INERTIS_MAC_02_T0,taste,fermentationAroma,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T4,taste,fermentationAroma,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T0,taste,co2,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T4,taste,co2,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T0,taste,co2,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T4,taste,co2,1,1.00
sandySiltyClay,73,2017_INERTIS_MAC_01_T0,taste,dilute,2,0.50
sandySiltyClay,73,2017_INERTIS_MAC_01_T4,taste,dilute,2,0.50
sandySiltyClay,73,2017_INERTIS_MAC_02_T0,taste,dilute,2,1.00
sandySiltyClay,73,2017_INERTIS_MAC_02_T4,taste,dilute,2,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T0,taste,alcohol,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T4,taste,alcohol,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T0,taste,alcohol,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T4,taste,alcohol,1,1.00
sandySiltyClay,73,2017_INERTIS_MAC_01_T0,taste,bitterness,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T4,taste,bitterness,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T0,taste,bitterness,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T4,taste,bitterness,1,1.00
sandySiltyClay,73,2017_INERTIS_MAC_01_T0,taste,chardApple,1,1.00
sandySiltyClay,73,2017_INERTIS_MAC_01_T4,taste,chardApple,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T0,taste,chardApple,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T4,taste,chardApple,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T5A,visual,veryLightYellowWithGreenSparkles,8,0.50
sandySiltyClay,73,2017_INERTIS_MAC_01_T5T6,visual,veryLightYellowWithGreenSparkles,8,0.38
sandySiltyClay,73,2017_INERTIS_MAC_02_T5A,visual,veryLightYellowWithGreenSparkles,8,0.75
sandySiltyClay,73,2017_INERTIS_MAC_02_T5T6,visual,veryLightYellowWithGreenSparkles,8,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T5A,visual,strawYellowGoldYellow,8,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T5T6,visual,strawYellowGoldYellow,8,0.12
sandySiltyClay,73,2017_INERTIS_MAC_02_T5A,visual,strawYellowGoldYellow,8,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T5T6,visual,strawYellowGoldYellow,8,1.00
sandySiltyClay,73,2017_INERTIS_MAC_01_T5A,visual,alsmostColourless,4,0.75
sandySiltyClay,73,2017_INERTIS_MAC_01_T5T6,visual,alsmostColourless,4,0.25
sandySiltyClay,73,2017_INERTIS_MAC_02_T5A,visual,alsmostColourless,4,0.25
sandySiltyClay,73,2017_INERTIS_MAC_02_T5T6,visual,alsmostColourless,4,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T5A,visual,opaque,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T5T6,visual,opaque,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T5A,visual,opaque,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T5T6,visual,opaque,1,1.00
sandySiltyClay,73,2017_INERTIS_MAC_01_T5A,visual,turbid,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T5T6,visual,turbid,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T5A,visual,turbid,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T5T6,visual,turbid,1,1.00
sandySiltyClay,73,2017_INERTIS_MAC_01_T5A,olfactory,fruity,6,0.50
sandySiltyClay,73,2017_INERTIS_MAC_01_T5T6,olfactory,fruity,6,0.17
sandySiltyClay,73,2017_INERTIS_MAC_02_T5A,olfactory,fruity,6,0.33
sandySiltyClay,73,2017_INERTIS_MAC_02_T5T6,olfactory,fruity,6,0.17
sandySiltyClay,73,2017_INERTIS_MAC_01_T5A,olfactory,mineral,4,0.25
sandySiltyClay,73,2017_INERTIS_MAC_01_T5T6,olfactory,mineral,4,0.50
sandySiltyClay,73,2017_INERTIS_MAC_02_T5A,olfactory,mineral,4,0.50
sandySiltyClay,73,2017_INERTIS_MAC_02_T5T6,olfactory,mineral,4,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T5A,olfactory,flowery,3,0.33
sandySiltyClay,73,2017_INERTIS_MAC_01_T5T6,olfactory,flowery,3,0.33
sandySiltyClay,73,2017_INERTIS_MAC_02_T5A,olfactory,flowery,3,0.67
sandySiltyClay,73,2017_INERTIS_MAC_02_T5T6,olfactory,flowery,3,0.33
sandySiltyClay,73,2017_INERTIS_MAC_01_T5A,olfactory,apple,3,0.33
sandySiltyClay,73,2017_INERTIS_MAC_01_T5T6,olfactory,apple,3,0.33
sandySiltyClay,73,2017_INERTIS_MAC_02_T5A,olfactory,apple,3,0.33
sandySiltyClay,73,2017_INERTIS_MAC_02_T5T6,olfactory,apple,3,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T5A,olfactory,fermentationAroma,2,0.50
sandySiltyClay,73,2017_INERTIS_MAC_01_T5T6,olfactory,fermentationAroma,2,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T5A,olfactory,fermentationAroma,2,0.50
sandySiltyClay,73,2017_INERTIS_MAC_02_T5T6,olfactory,fermentationAroma,2,0.50
sandySiltyClay,73,2017_INERTIS_MAC_01_T5A,olfactory,milky,2,0.50
sandySiltyClay,73,2017_INERTIS_MAC_01_T5T6,olfactory,milky,2,0.50
sandySiltyClay,73,2017_INERTIS_MAC_02_T5A,olfactory,milky,2,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T5T6,olfactory,milky,2,0.50
sandySiltyClay,73,2017_INERTIS_MAC_01_T5A,olfactory,candy,2,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T5T6,olfactory,candy,2,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T5A,olfactory,candy,2,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T5T6,olfactory,candy,2,1.00
sandySiltyClay,73,2017_INERTIS_MAC_01_T5A,olfactory,vegetal,1,1.00
sandySiltyClay,73,2017_INERTIS_MAC_01_T5T6,olfactory,vegetal,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T5A,olfactory,vegetal,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T5T6,olfactory,vegetal,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T5A,olfactory,amylic,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T5T6,olfactory,amylic,1,1.00
sandySiltyClay,73,2017_INERTIS_MAC_02_T5A,olfactory,amylic,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T5T6,olfactory,amylic,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T5A,olfactory,pear,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T5T6,olfactory,pear,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T5A,olfactory,pear,1,1.00
sandySiltyClay,73,2017_INERTIS_MAC_02_T5T6,olfactory,pear,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T5A,olfactory,caramel,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T5T6,olfactory,caramel,1,1.00
sandySiltyClay,73,2017_INERTIS_MAC_02_T5A,olfactory,caramel,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T5T6,olfactory,caramel,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T5A,olfactory,ventilated (oxidised),3,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T5T6,olfactory,ventilated (oxidised),3,0.67
sandySiltyClay,73,2017_INERTIS_MAC_02_T5A,olfactory,ventilated (oxidised),3,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T5T6,olfactory,ventilated (oxidised),3,0.67
sandySiltyClay,73,2017_INERTIS_MAC_01_T5A,olfactory,reduced,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T5T6,olfactory,reduced,1,1.00
sandySiltyClay,73,2017_INERTIS_MAC_02_T5A,olfactory,reduced,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T5T6,olfactory,reduced,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T5A,olfactory,chimic,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T5T6,olfactory,chimic,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T5A,olfactory,chimic,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T5T6,olfactory,chimic,1,1.00
sandySiltyClay,73,2017_INERTIS_MAC_01_T5A,olfactory,mouldy,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T5T6,olfactory,mouldy,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T5A,olfactory,mouldy,1,1.00
sandySiltyClay,73,2017_INERTIS_MAC_02_T5T6,olfactory,mouldy,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T5A,olfactory,apple cuite,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_01_T5T6,olfactory,apple cuite,1,1.00
sandySiltyClay,73,2017_INERTIS_MAC_02_T5A,olfactory,apple cuite,1,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T5T6,olfactory,apple cuite,1,1.00
sandySiltyClay,73,2017_INERTIS_MAC_01_T5A,taste,fat,5,0.40
sandySiltyClay,73,2017_INERTIS_MAC_01_T5T6,taste,fat,5,NaN
sandySiltyClay,73,2017_INERTIS_MAC_02_T5A,taste,fat,5,0.80
sandySiltyClay,73,2017_INERTIS_MAC_02_T5T6,taste,fat,5,0.40
sandySiltyClay,73,2017_INERTIS_MAC_01_T5A,taste,acid,4,1.00
sandySiltyClay,73,2017_INERTIS_MAC_01_T5T6,taste,acid,4,0.50
