soilType,plotCluster ,wine,flavorType,sensoryFlavor,judgeNumber,ratioFlavorJudge
sandySilty,57,2017_VDQA_G5_57_B,taste,reduced,1,1.00
sandySilty,57,2017_VDQA_G9_57_B,taste,reduced,1,NaN
sandySilty,57,2017_VDQA_G5_57_B,taste,fermentation,1,NaN
sandySilty,57,2017_VDQA_G9_57_B,taste,fermentation,1,1.00
sandySilty,55,2017_IRRIALT’EAU_NI,visual,veryLightYellowWithGreenSparkles,9,0.11
sandySilty,55,2017_IRRIALT’EAU_A1,visual,veryLightYellowWithGreenSparkles,9,0.56
sandySilty,55,2017_IRRIALT’EAU_A2,visual,veryLightYellowWithGreenSparkles,9,NaN
sandySilty,55,2017_IRRIALT’EAU_C1,visual,veryLightYellowWithGreenSparkles,9,0.11
sandySilty,55,2017_IRRIALT’EAU_C2,visual,veryLightYellowWithGreenSparkles,9,0.78
sandySilty,55,2017_IRRIALT’EAU_NI,visual,strawYellowGoldYellow,6,0.83
sandySilty,55,2017_IRRIALT’EAU_A1,visual,strawYellowGoldYellow,6,NaN
sandySilty,55,2017_IRRIALT’EAU_A2,visual,strawYellowGoldYellow,6,0.50
sandySilty,55,2017_IRRIALT’EAU_C1,visual,strawYellowGoldYellow,6,0.17
sandySilty,55,2017_IRRIALT’EAU_C2,visual,strawYellowGoldYellow,6,NaN
sandySilty,55,2017_IRRIALT’EAU_NI,visual,turbid,8,NaN
sandySilty,55,2017_IRRIALT’EAU_A1,visual,turbid,8,NaN
sandySilty,55,2017_IRRIALT’EAU_A2,visual,turbid,8,0.88
sandySilty,55,2017_IRRIALT’EAU_C1,visual,turbid,8,1.00
sandySilty,55,2017_IRRIALT’EAU_C2,visual,turbid,8,NaN
sandySilty,55,2017_IRRIALT’EAU_NI,visual,opaque,1,NaN
sandySilty,55,2017_IRRIALT’EAU_A1,visual,opaque,1,NaN
sandySilty,55,2017_IRRIALT’EAU_A2,visual,opaque,1,1.00
sandySilty,55,2017_IRRIALT’EAU_C1,visual,opaque,1,NaN
sandySilty,55,2017_IRRIALT’EAU_C2,visual,opaque,1,NaN
sandySilty,55,2017_IRRIALT’EAU_NI,olfactory,flowery,7,0.14
sandySilty,55,2017_IRRIALT’EAU_A1,olfactory,flowery,7,0.43
sandySilty,55,2017_IRRIALT’EAU_A2,olfactory,flowery,7,0.29
sandySilty,55,2017_IRRIALT’EAU_C1,olfactory,flowery,7,0.14
sandySilty,55,2017_IRRIALT’EAU_C2,olfactory,flowery,7,0.14
sandySilty,55,2017_IRRIALT’EAU_NI,olfactory,fruity,7,0.14
sandySilty,55,2017_IRRIALT’EAU_A1,olfactory,fruity,7,NaN
sandySilty,55,2017_IRRIALT’EAU_A2,olfactory,fruity,7,0.29
sandySilty,55,2017_IRRIALT’EAU_C1,olfactory,fruity,7,0.43
sandySilty,55,2017_IRRIALT’EAU_C2,olfactory,fruity,7,0.71
sandySilty,55,2017_IRRIALT’EAU_NI,olfactory,fermentationAroma,3,0.33
sandySilty,55,2017_IRRIALT’EAU_A1,olfactory,fermentationAroma,3,NaN
sandySilty,55,2017_IRRIALT’EAU_A2,olfactory,fermentationAroma,3,0.67
sandySilty,55,2017_IRRIALT’EAU_C1,olfactory,fermentationAroma,3,NaN
sandySilty,55,2017_IRRIALT’EAU_C2,olfactory,fermentationAroma,3,0.33
sandySilty,55,2017_IRRIALT’EAU_NI,olfactory,amylic,3,NaN
sandySilty,55,2017_IRRIALT’EAU_A1,olfactory,amylic,3,NaN
sandySilty,55,2017_IRRIALT’EAU_A2,olfactory,amylic,3,0.67
sandySilty,55,2017_IRRIALT’EAU_C1,olfactory,amylic,3,1.00
sandySilty,55,2017_IRRIALT’EAU_C2,olfactory,amylic,3,0.67
sandySilty,55,2017_IRRIALT’EAU_NI,olfactory,candy,3,0.67
sandySilty,55,2017_IRRIALT’EAU_A1,olfactory,candy,3,NaN
sandySilty,55,2017_IRRIALT’EAU_A2,olfactory,candy,3,0.67
sandySilty,55,2017_IRRIALT’EAU_C1,olfactory,candy,3,0.33
sandySilty,55,2017_IRRIALT’EAU_C2,olfactory,candy,3,0.33
sandySilty,55,2017_IRRIALT’EAU_NI,olfactory,vegetal,2,NaN
sandySilty,55,2017_IRRIALT’EAU_A1,olfactory,vegetal,2,NaN
sandySilty,55,2017_IRRIALT’EAU_A2,olfactory,vegetal,2,0.50
sandySilty,55,2017_IRRIALT’EAU_C1,olfactory,vegetal,2,0.50
sandySilty,55,2017_IRRIALT’EAU_C2,olfactory,vegetal,2,NaN
sandySilty,55,2017_IRRIALT’EAU_NI,olfactory,apple,2,NaN
sandySilty,55,2017_IRRIALT’EAU_A1,olfactory,apple,2,NaN
sandySilty,55,2017_IRRIALT’EAU_A2,olfactory,apple,2,NaN
sandySilty,55,2017_IRRIALT’EAU_C1,olfactory,apple,2,1.00
sandySilty,55,2017_IRRIALT’EAU_C2,olfactory,apple,2,NaN
sandySilty,55,2017_IRRIALT’EAU_NI,olfactory,mineral,1,NaN
sandySilty,55,2017_IRRIALT’EAU_A1,olfactory,mineral,1,1.00
sandySilty,55,2017_IRRIALT’EAU_A2,olfactory,mineral,1,NaN
sandySilty,55,2017_IRRIALT’EAU_C1,olfactory,mineral,1,NaN
sandySilty,55,2017_IRRIALT’EAU_C2,olfactory,mineral,1,NaN
sandySilty,55,2017_IRRIALT’EAU_NI,olfactory,milky,1,NaN
sandySilty,55,2017_IRRIALT’EAU_A1,olfactory,milky,1,NaN
sandySilty,55,2017_IRRIALT’EAU_A2,olfactory,milky,1,1.00
sandySilty,55,2017_IRRIALT’EAU_C1,olfactory,milky,1,NaN
sandySilty,55,2017_IRRIALT’EAU_C2,olfactory,milky,1,1.00
sandySilty,55,2017_IRRIALT’EAU_NI,olfactory,citrusFruit,1,NaN
sandySilty,55,2017_IRRIALT’EAU_A1,olfactory,citrusFruit,1,NaN
sandySilty,55,2017_IRRIALT’EAU_A2,olfactory,citrusFruit,1,NaN
sandySilty,55,2017_IRRIALT’EAU_C1,olfactory,citrusFruit,1,NaN
sandySilty,55,2017_IRRIALT’EAU_C2,olfactory,citrusFruit,1,1.00
sandySilty,55,2017_IRRIALT’EAU_NI,olfactory,paper,3,NaN
sandySilty,55,2017_IRRIALT’EAU_A1,olfactory,paper,3,0.33
sandySilty,55,2017_IRRIALT’EAU_A2,olfactory,paper,3,0.33
sandySilty,55,2017_IRRIALT’EAU_C1,olfactory,paper,3,0.33
sandySilty,55,2017_IRRIALT’EAU_C2,olfactory,paper,3,NaN
sandySilty,55,2017_IRRIALT’EAU_NI,olfactory,ascent,2,NaN
sandySilty,55,2017_IRRIALT’EAU_A1,olfactory,ascent,2,NaN
sandySilty,55,2017_IRRIALT’EAU_A2,olfactory,ascent,2,1.00
sandySilty,55,2017_IRRIALT’EAU_C1,olfactory,ascent,2,NaN
sandySilty,55,2017_IRRIALT’EAU_C2,olfactory,ascent,2,NaN
sandySilty,55,2017_IRRIALT’EAU_NI,olfactory,mouldy,2,0.50
sandySilty,55,2017_IRRIALT’EAU_A1,olfactory,mouldy,2,NaN
sandySilty,55,2017_IRRIALT’EAU_A2,olfactory,mouldy,2,NaN
sandySilty,55,2017_IRRIALT’EAU_C1,olfactory,mouldy,2,NaN
sandySilty,55,2017_IRRIALT’EAU_C2,olfactory,mouldy,2,0.50
sandySilty,55,2017_IRRIALT’EAU_NI,olfactory,sulphurousAnhydric,2,1.00
sandySilty,55,2017_IRRIALT’EAU_A1,olfactory,sulphurousAnhydric,2,0.50
sandySilty,55,2017_IRRIALT’EAU_A2,olfactory,sulphurousAnhydric,2,NaN
sandySilty,55,2017_IRRIALT’EAU_C1,olfactory,sulphurousAnhydric,2,NaN
sandySilty,55,2017_IRRIALT’EAU_C2,olfactory,sulphurousAnhydric,2,NaN
sandySilty,55,2017_IRRIALT’EAU_NI,taste,bitterness,7,0.14
sandySilty,55,2017_IRRIALT’EAU_A1,taste,bitterness,7,0.14
sandySilty,55,2017_IRRIALT’EAU_A2,taste,bitterness,7,0.57
sandySilty,55,2017_IRRIALT’EAU_C1,taste,bitterness,7,0.57
sandySilty,55,2017_IRRIALT’EAU_C2,taste,bitterness,7,0.14
sandySilty,55,2017_IRRIALT’EAU_NI,taste,acid,5,0.60
sandySilty,55,2017_IRRIALT’EAU_A1,taste,acid,5,0.20
sandySilty,55,2017_IRRIALT’EAU_A2,taste,acid,5,0.20
sandySilty,55,2017_IRRIALT’EAU_C1,taste,acid,5,0.60
sandySilty,55,2017_IRRIALT’EAU_C2,taste,acid,5,0.60
sandySilty,55,2017_IRRIALT’EAU_NI,taste,fat,5,0.40
sandySilty,55,2017_IRRIALT’EAU_A1,taste,fat,5,NaN
sandySilty,55,2017_IRRIALT’EAU_A2,taste,fat,5,NaN
sandySilty,55,2017_IRRIALT’EAU_C1,taste,fat,5,0.60
sandySilty,55,2017_IRRIALT’EAU_C2,taste,fat,5,0.60
sandySilty,55,2017_IRRIALT’EAU_NI,taste,balanced,5,0.40
sandySilty,55,2017_IRRIALT’EAU_A1,taste,balanced,5,0.60
sandySilty,55,2017_IRRIALT’EAU_A2,taste,balanced,5,0.40
sandySilty,55,2017_IRRIALT’EAU_C1,taste,balanced,5,0.40
sandySilty,55,2017_IRRIALT’EAU_C2,taste,balanced,5,0.80
sandySilty,55,2017_IRRIALT’EAU_NI,taste,persistent,4,0.50
sandySilty,55,2017_IRRIALT’EAU_A1,taste,persistent,4,0.50
sandySilty,55,2017_IRRIALT’EAU_A2,taste,persistent,4,0.50
sandySilty,55,2017_IRRIALT’EAU_C1,taste,persistent,4,0.75
sandySilty,55,2017_IRRIALT’EAU_C2,taste,persistent,4,0.50
sandySilty,55,2017_IRRIALT’EAU_NI,taste,sweetness,3,0.33
sandySilty,55,2017_IRRIALT’EAU_A1,taste,sweetness,3,0.33
sandySilty,55,2017_IRRIALT’EAU_A2,taste,sweetness,3,0.33
sandySilty,55,2017_IRRIALT’EAU_C1,taste,sweetness,3,NaN
sandySilty,55,2017_IRRIALT’EAU_C2,taste,sweetness,3,NaN
sandySilty,55,2017_IRRIALT’EAU_NI,taste,aromatic,2,0.50
sandySilty,55,2017_IRRIALT’EAU_A1,taste,aromatic,2,0.50
sandySilty,55,2017_IRRIALT’EAU_A2,taste,aromatic,2,0.50
sandySilty,55,2017_IRRIALT’EAU_C1,taste,aromatic,2,1.00
sandySilty,55,2017_IRRIALT’EAU_C2,taste,aromatic,2,0.50
sandySilty,55,2017_IRRIALT’EAU_NI,taste,astringent,1,NaN
sandySilty,55,2017_IRRIALT’EAU_A1,taste,astringent,1,NaN
sandySilty,55,2017_IRRIALT’EAU_A2,taste,astringent,1,1.00
sandySilty,55,2017_IRRIALT’EAU_C1,taste,astringent,1,NaN
sandySilty,55,2017_IRRIALT’EAU_C2,taste,astringent,1,1.00
sandySilty,55,2017_IRRIALT’EAU_NI,taste,alcohol,6,0.50
sandySilty,55,2017_IRRIALT’EAU_A1,taste,alcohol,6,0.50
sandySilty,55,2017_IRRIALT’EAU_A2,taste,alcohol,6,0.33
sandySilty,55,2017_IRRIALT’EAU_C1,taste,alcohol,6,0.17
sandySilty,55,2017_IRRIALT’EAU_C2,taste,alcohol,6,0.17
sandySilty,55,2017_IRRIALT’EAU_NI,taste,acid,3,0.33
sandySilty,55,2017_IRRIALT’EAU_A1,taste,acid,3,0.67
sandySilty,55,2017_IRRIALT’EAU_A2,taste,acid,3,0.33
sandySilty,55,2017_IRRIALT’EAU_C1,taste,acid,3,NaN
sandySilty,55,2017_IRRIALT’EAU_C2,taste,acid,3,NaN
sandySilty,55,2017_IRRIALT’EAU_NI,taste,bitterness,3,NaN
sandySilty,55,2017_IRRIALT’EAU_A1,taste,bitterness,3,NaN
sandySilty,55,2017_IRRIALT’EAU_A2,taste,bitterness,3,0.67
sandySilty,55,2017_IRRIALT’EAU_C1,taste,bitterness,3,NaN
sandySilty,55,2017_IRRIALT’EAU_C2,taste,bitterness,3,0.33
sandySilty,55,2017_IRRIALT’EAU_NI,taste,dilute,2,1.00
sandySilty,55,2017_IRRIALT’EAU_A1,taste,dilute,2,NaN
sandySilty,55,2017_IRRIALT’EAU_A2,taste,dilute,2,NaN
sandySilty,55,2017_IRRIALT’EAU_C1,taste,dilute,2,NaN
sandySilty,55,2017_IRRIALT’EAU_C2,taste,dilute,2,0.50
sandySilty,55,2017_OXYBENNE_VIO_OX_1_1,visual,veryLightYellowWithGreenSparkles,9,0.56
sandySilty,55,2017_OXYBENNE_VIO_OX_2_03_0,visual,veryLightYellowWithGreenSparkles,9,0.56
sandySilty,55,2017_OXYBENNE_VIO_OX_4_0,visual,veryLightYellowWithGreenSparkles,9,0.67
sandySilty,55,2017_OXYBENNE_VIO_EG_2_0,visual,veryLightYellowWithGreenSparkles,9,0.11
sandySilty,55,2017_OXYBENNE_VIO_EG_3_0,visual,veryLightYellowWithGreenSparkles,9,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_1_1,visual,strawYellowGoldYellow,7,0.57
sandySilty,55,2017_OXYBENNE_VIO_OX_2_03_0,visual,strawYellowGoldYellow,7,0.29
sandySilty,55,2017_OXYBENNE_VIO_OX_4_0,visual,strawYellowGoldYellow,7,NaN
sandySilty,55,2017_OXYBENNE_VIO_EG_2_0,visual,strawYellowGoldYellow,7,0.57
sandySilty,55,2017_OXYBENNE_VIO_EG_3_0,visual,strawYellowGoldYellow,7,0.86
sandySilty,55,2017_OXYBENNE_VIO_OX_1_1,visual,alsmostColourless,2,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_2_03_0,visual,alsmostColourless,2,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_4_0,visual,alsmostColourless,2,1.00
sandySilty,55,2017_OXYBENNE_VIO_EG_2_0,visual,alsmostColourless,2,NaN
sandySilty,55,2017_OXYBENNE_VIO_EG_3_0,visual,alsmostColourless,2,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_1_1,visual,opaque,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_2_03_0,visual,opaque,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_4_0,visual,opaque,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_EG_2_0,visual,opaque,1,1.00
sandySilty,55,2017_OXYBENNE_VIO_EG_3_0,visual,opaque,1,1.00
sandySilty,55,2017_OXYBENNE_VIO_OX_1_1,visual,turbid,8,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_2_03_0,visual,turbid,8,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_4_0,visual,turbid,8,NaN
sandySilty,55,2017_OXYBENNE_VIO_EG_2_0,visual,turbid,8,1.00
sandySilty,55,2017_OXYBENNE_VIO_EG_3_0,visual,turbid,8,1.00
sandySilty,55,2017_OXYBENNE_VIO_OX_1_1,visual,toastedBred,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_2_03_0,visual,toastedBred,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_4_0,visual,toastedBred,1,1.00
sandySilty,55,2017_OXYBENNE_VIO_EG_2_0,visual,toastedBred,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_EG_3_0,visual,toastedBred,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_1_1,visual,quince,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_2_03_0,visual,quince,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_4_0,visual,quince,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_EG_2_0,visual,quince,1,1.00
sandySilty,55,2017_OXYBENNE_VIO_EG_3_0,visual,quince,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_1_1,olfactory,fruity,7,0.43
sandySilty,55,2017_OXYBENNE_VIO_OX_2_03_0,olfactory,fruity,7,0.14
sandySilty,55,2017_OXYBENNE_VIO_OX_4_0,olfactory,fruity,7,0.29
sandySilty,55,2017_OXYBENNE_VIO_EG_2_0,olfactory,fruity,7,0.29
sandySilty,55,2017_OXYBENNE_VIO_EG_3_0,olfactory,fruity,7,0.57
sandySilty,55,2017_OXYBENNE_VIO_OX_1_1,olfactory,candy,4,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_2_03_0,olfactory,candy,4,0.25
sandySilty,55,2017_OXYBENNE_VIO_OX_4_0,olfactory,candy,4,0.25
sandySilty,55,2017_OXYBENNE_VIO_EG_2_0,olfactory,candy,4,0.50
sandySilty,55,2017_OXYBENNE_VIO_EG_3_0,olfactory,candy,4,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_1_1,olfactory,flowery,3,0.33
sandySilty,55,2017_OXYBENNE_VIO_OX_2_03_0,olfactory,flowery,3,1.00
sandySilty,55,2017_OXYBENNE_VIO_OX_4_0,olfactory,flowery,3,1.00
sandySilty,55,2017_OXYBENNE_VIO_EG_2_0,olfactory,flowery,3,NaN
sandySilty,55,2017_OXYBENNE_VIO_EG_3_0,olfactory,flowery,3,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_1_1,olfactory,mineral,3,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_2_03_0,olfactory,mineral,3,0.67
sandySilty,55,2017_OXYBENNE_VIO_OX_4_0,olfactory,mineral,3,0.33
sandySilty,55,2017_OXYBENNE_VIO_EG_2_0,olfactory,mineral,3,NaN
sandySilty,55,2017_OXYBENNE_VIO_EG_3_0,olfactory,mineral,3,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_1_1,olfactory,fermentationAroma,3,0.33
sandySilty,55,2017_OXYBENNE_VIO_OX_2_03_0,olfactory,fermentationAroma,3,0.33
sandySilty,55,2017_OXYBENNE_VIO_OX_4_0,olfactory,fermentationAroma,3,0.33
sandySilty,55,2017_OXYBENNE_VIO_EG_2_0,olfactory,fermentationAroma,3,0.33
sandySilty,55,2017_OXYBENNE_VIO_EG_3_0,olfactory,fermentationAroma,3,0.33
sandySilty,55,2017_OXYBENNE_VIO_OX_1_1,olfactory,amylic,2,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_2_03_0,olfactory,amylic,2,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_4_0,olfactory,amylic,2,NaN
sandySilty,55,2017_OXYBENNE_VIO_EG_2_0,olfactory,amylic,2,NaN
sandySilty,55,2017_OXYBENNE_VIO_EG_3_0,olfactory,amylic,2,1.00
sandySilty,55,2017_OXYBENNE_VIO_OX_1_1,olfactory,vegetal,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_2_03_0,olfactory,vegetal,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_4_0,olfactory,vegetal,1,1.00
sandySilty,55,2017_OXYBENNE_VIO_EG_2_0,olfactory,vegetal,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_EG_3_0,olfactory,vegetal,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_1_1,olfactory,milky,1,1.00
sandySilty,55,2017_OXYBENNE_VIO_OX_2_03_0,olfactory,milky,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_4_0,olfactory,milky,1,1.00
sandySilty,55,2017_OXYBENNE_VIO_EG_2_0,olfactory,milky,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_EG_3_0,olfactory,milky,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_1_1,olfactory,anise,1,1.00
sandySilty,55,2017_OXYBENNE_VIO_OX_2_03_0,olfactory,anise,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_4_0,olfactory,anise,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_EG_2_0,olfactory,anise,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_EG_3_0,olfactory,anise,1,1.00
sandySilty,55,2017_OXYBENNE_VIO_OX_1_1,olfactory,stewedQuince,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_2_03_0,olfactory,stewedQuince,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_4_0,olfactory,stewedQuince,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_EG_2_0,olfactory,stewedQuince,1,1.00
sandySilty,55,2017_OXYBENNE_VIO_EG_3_0,olfactory,stewedQuince,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_1_1,olfactory,pear,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_2_03_0,olfactory,pear,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_4_0,olfactory,pear,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_EG_2_0,olfactory,pear,1,1.00
sandySilty,55,2017_OXYBENNE_VIO_EG_3_0,olfactory,pear,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_1_1,olfactory,reduced,2,0.50
sandySilty,55,2017_OXYBENNE_VIO_OX_2_03_0,olfactory,reduced,2,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_4_0,olfactory,reduced,2,0.50
sandySilty,55,2017_OXYBENNE_VIO_EG_2_0,olfactory,reduced,2,NaN
sandySilty,55,2017_OXYBENNE_VIO_EG_3_0,olfactory,reduced,2,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_1_1,olfactory,ventilated (oxidised),2,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_2_03_0,olfactory,ventilated (oxidised),2,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_4_0,olfactory,ventilated (oxidised),2,NaN
sandySilty,55,2017_OXYBENNE_VIO_EG_2_0,olfactory,ventilated (oxidised),2,0.50
sandySilty,55,2017_OXYBENNE_VIO_EG_3_0,olfactory,ventilated (oxidised),2,0.50
sandySilty,55,2017_OXYBENNE_VIO_OX_1_1,olfactory,ascent,2,0.50
sandySilty,55,2017_OXYBENNE_VIO_OX_2_03_0,olfactory,ascent,2,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_4_0,olfactory,ascent,2,0.50
sandySilty,55,2017_OXYBENNE_VIO_EG_2_0,olfactory,ascent,2,0.50
sandySilty,55,2017_OXYBENNE_VIO_EG_3_0,olfactory,ascent,2,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_1_1,olfactory,plastic,2,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_2_03_0,olfactory,plastic,2,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_4_0,olfactory,plastic,2,NaN
sandySilty,55,2017_OXYBENNE_VIO_EG_2_0,olfactory,plastic,2,1.00
sandySilty,55,2017_OXYBENNE_VIO_EG_3_0,olfactory,plastic,2,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_1_1,olfactory,chimic,2,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_2_03_0,olfactory,chimic,2,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_4_0,olfactory,chimic,2,NaN
sandySilty,55,2017_OXYBENNE_VIO_EG_2_0,olfactory,chimic,2,1.00
sandySilty,55,2017_OXYBENNE_VIO_EG_3_0,olfactory,chimic,2,0.50
sandySilty,55,2017_OXYBENNE_VIO_OX_1_1,olfactory,mouldy,2,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_2_03_0,olfactory,mouldy,2,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_4_0,olfactory,mouldy,2,0.50
sandySilty,55,2017_OXYBENNE_VIO_EG_2_0,olfactory,mouldy,2,0.50
sandySilty,55,2017_OXYBENNE_VIO_EG_3_0,olfactory,mouldy,2,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_1_1,olfactory,animal,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_2_03_0,olfactory,animal,1,1.00
sandySilty,55,2017_OXYBENNE_VIO_OX_4_0,olfactory,animal,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_EG_2_0,olfactory,animal,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_EG_3_0,olfactory,animal,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_1_1,olfactory,paper,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_2_03_0,olfactory,paper,1,1.00
sandySilty,55,2017_OXYBENNE_VIO_OX_4_0,olfactory,paper,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_EG_2_0,olfactory,paper,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_EG_3_0,olfactory,paper,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_1_1,olfactory,sulphurousAnhydric,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_2_03_0,olfactory,sulphurousAnhydric,1,1.00
sandySilty,55,2017_OXYBENNE_VIO_OX_4_0,olfactory,sulphurousAnhydric,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_EG_2_0,olfactory,sulphurousAnhydric,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_EG_3_0,olfactory,sulphurousAnhydric,1,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_1_1,taste,balanced,6,0.50
sandySilty,55,2017_OXYBENNE_VIO_OX_2_03_0,taste,balanced,6,0.17
sandySilty,55,2017_OXYBENNE_VIO_OX_4_0,taste,balanced,6,0.50
sandySilty,55,2017_OXYBENNE_VIO_EG_2_0,taste,balanced,6,0.17
sandySilty,55,2017_OXYBENNE_VIO_EG_3_0,taste,balanced,6,0.17
sandySilty,55,2017_OXYBENNE_VIO_OX_1_1,taste,fat,5,0.20
sandySilty,55,2017_OXYBENNE_VIO_OX_2_03_0,taste,fat,5,0.20
sandySilty,55,2017_OXYBENNE_VIO_OX_4_0,taste,fat,5,0.40
sandySilty,55,2017_OXYBENNE_VIO_EG_2_0,taste,fat,5,0.20
sandySilty,55,2017_OXYBENNE_VIO_EG_3_0,taste,fat,5,0.80
sandySilty,55,2017_OXYBENNE_VIO_OX_1_1,taste,acid,4,0.25
sandySilty,55,2017_OXYBENNE_VIO_OX_2_03_0,taste,acid,4,0.50
sandySilty,55,2017_OXYBENNE_VIO_OX_4_0,taste,acid,4,0.25
sandySilty,55,2017_OXYBENNE_VIO_EG_2_0,taste,acid,4,0.25
sandySilty,55,2017_OXYBENNE_VIO_EG_3_0,taste,acid,4,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_1_1,taste,bitterness,4,0.25
sandySilty,55,2017_OXYBENNE_VIO_OX_2_03_0,taste,bitterness,4,0.75
sandySilty,55,2017_OXYBENNE_VIO_OX_4_0,taste,bitterness,4,0.25
sandySilty,55,2017_OXYBENNE_VIO_EG_2_0,taste,bitterness,4,0.50
sandySilty,55,2017_OXYBENNE_VIO_EG_3_0,taste,bitterness,4,0.50
sandySilty,55,2017_OXYBENNE_VIO_OX_1_1,taste,aromatic,4,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_2_03_0,taste,aromatic,4,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_4_0,taste,aromatic,4,0.50
sandySilty,55,2017_OXYBENNE_VIO_EG_2_0,taste,aromatic,4,0.25
sandySilty,55,2017_OXYBENNE_VIO_EG_3_0,taste,aromatic,4,0.50
sandySilty,55,2017_OXYBENNE_VIO_OX_1_1,taste,sweetness,3,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_2_03_0,taste,sweetness,3,NaN
sandySilty,55,2017_OXYBENNE_VIO_OX_4_0,taste,sweetness,3,0.67
sandySilty,55,2017_OXYBENNE_VIO_EG_2_0,taste,sweetness,3,NaN
sandySilty,55,2017_OXYBENNE_VIO_EG_3_0,taste,sweetness,3,0.67
sandySilty,55,2017_OXYBENNE_VIO_OX_1_1,taste,persistent,3,0.33
sandySilty,55,2017_OXYBENNE_VIO_OX_2_03_0,taste,persistent,3,0.33
sandySilty,55,2017_OXYBENNE_VIO_OX_4_0,taste,persistent,3,0.33
sandySilty,55,2017_OXYBENNE_VIO_EG_2_0,taste,persistent,3,0.33
sandySilty,55,2017_OXYBENNE_VIO_EG_3_0,taste,persistent,3,0.33
