object,variable,unit,value,operator,date,file,method,hour
85-RUN-3322-285-N-R11B3,softeningVeraison,%,0,emmanuelle.zumstein,2016-07-25 00:00:00,\N,calculation,\N
85-RUN-3322-343-N-R11B4,softeningVeraison,%,0,emmanuelle.zumstein,2016-07-25 00:00:00,\N,calculation,\N
85-RUN-3328-168-N-R10B6,softeningVeraison,%,12,emmanuelle.zumstein,2016-07-25 00:00:00,\N,calculation,\N
85-RUN-3328-306-N-R10B5,softeningVeraison,%,32,emmanuelle.zumstein,2016-07-25 00:00:00,\N,calculation,\N
85-RUN-3347-330-B-R12B5,softeningVeraison,%,0,emmanuelle.zumstein,2016-07-25 00:00:00,\N,calculation,\N
85-RUN-3347-342-B-R13B2,softeningVeraison,%,0,emmanuelle.zumstein,2016-07-25 00:00:00,\N,calculation,\N
85-RUN-3347-365-B-R11B5,midFlowering,,1,emmanuelle.zumstein,2016-06-06 00:00:00,\N,calculation,\N
85-RUN-Marselan-R2B2,softeningVeraison,%,0,emmanuelle.zumstein,2016-07-25 00:00:00,\N,calculation,\N
85-RUN-Merlot-R2B3,softeningVeraison,%,4,emmanuelle.zumstein,2016-07-25 00:00:00,\N,calculation,\N
85-RUN-Syrah-R2B1,softeningVeraison,%,30,emmanuelle.zumstein,2016-07-25 00:00:00,\N,calculation,\N
85-RUN-3084-2-46-N-R4B1,softeningVeraison,%,14,emmanuelle.zumstein,2016-07-28 00:00:00,\N,calculation,\N
85-RUN-3160-27-4-N-R4B2,softeningVeraison,%,40,emmanuelle.zumstein,2016-07-28 00:00:00,\N,calculation,\N
85-RUN-3161-22-4-N-R4B3,softeningVeraison,%,46,emmanuelle.zumstein,2016-07-28 00:00:00,\N,calculation,\N
85-RUN-3180-16-8-N-R5B1,softeningVeraison,%,28,emmanuelle.zumstein,2016-07-28 00:00:00,\N,calculation,\N
85-RUN-3294-57-N-R10B7,softeningVeraison,%,10,emmanuelle.zumstein,2016-07-28 00:00:00,\N,calculation,\N
85-RUN-3322-178-N-R10B3,softeningVeraison,%,28,emmanuelle.zumstein,2016-07-28 00:00:00,\N,calculation,\N
85-RUN-3322-226-N-R11B2,softeningVeraison,%,46,emmanuelle.zumstein,2016-07-28 00:00:00,\N,calculation,\N
85-RUN-3322-285-N-R11B3,softeningVeraison,%,6,emmanuelle.zumstein,2016-07-28 00:00:00,\N,calculation,\N
85-RUN-3322-339-N-R10B2,softeningVeraison,%,0,emmanuelle.zumstein,2016-07-28 00:00:00,\N,calculation,\N
85-RUN-3322-343-N-R11B4,softeningVeraison,%,18,emmanuelle.zumstein,2016-07-28 00:00:00,\N,calculation,\N
85-RUN-3328-168-N-R10B6,softeningVeraison,%,34,emmanuelle.zumstein,2016-07-28 00:00:00,\N,calculation,\N
85-RUN-3328-177-N-R10B4,softeningVeraison,%,0,emmanuelle.zumstein,2016-07-28 00:00:00,\N,calculation,\N
85-RUN-3328-306-N-R10B5,softeningVeraison,%,42,emmanuelle.zumstein,2016-07-28 00:00:00,\N,calculation,\N
85-RUN-3347-320-B-R12B3,softeningVeraison,%,0,emmanuelle.zumstein,2016-07-28 00:00:00,\N,calculation,\N
85-RUN-3347-330-B-R12B5,softeningVeraison,%,10,emmanuelle.zumstein,2016-07-28 00:00:00,\N,calculation,\N
85-RUN-3347-342-B-R13B2,softeningVeraison,%,4,emmanuelle.zumstein,2016-07-28 00:00:00,\N,calculation,\N
85-RUN-3347-365-B-R11B5,softeningVeraison,%,0,emmanuelle.zumstein,2016-07-28 00:00:00,\N,calculation,\N
85-RUN-3347-396-B-R12B4,softeningVeraison,%,0,emmanuelle.zumstein,2016-07-28 00:00:00,\N,calculation,\N
85-RUN-3347-431-B-R11B7,softeningVeraison,%,20,emmanuelle.zumstein,2016-07-28 00:00:00,\N,calculation,\N
85-RUN-CabernetSauvignon-R3B1,softeningVeraison,%,16,emmanuelle.zumstein,2016-07-28 00:00:00,\N,calculation,\N
85-RUN-Marselan-R2B2,softeningVeraison,%,22,emmanuelle.zumstein,2016-07-28 00:00:00,\N,calculation,\N
85-RUN-Merlot-R2B3,softeningVeraison,%,30,emmanuelle.zumstein,2016-07-28 00:00:00,\N,calculation,\N
85-RUN-Syrah-R2B1,softeningVeraison,%,64,emmanuelle.zumstein,2016-07-28 00:00:00,\N,calculation,\N
85-RUN-3084-2-46-N-R4B1,softeningVeraison,%,38,emmanuelle.zumstein,2016-08-01 00:00:00,\N,calculation,\N
85-RUN-3160-27-4-N-R4B2,softeningVeraison,%,64,emmanuelle.zumstein,2016-08-01 00:00:00,\N,calculation,\N
85-RUN-3161-22-4-N-R4B3,softeningVeraison,%,84,emmanuelle.zumstein,2016-08-01 00:00:00,\N,calculation,\N
85-RUN-3294-57-N-R10B7,softeningVeraison,%,34,emmanuelle.zumstein,2016-08-01 00:00:00,\N,calculation,\N
85-RUN-3322-178-N-R10B3,softeningVeraison,%,50,emmanuelle.zumstein,2016-08-01 00:00:00,\N,calculation,\N
85-RUN-3322-226-N-R11B2,softeningVeraison,%,70,emmanuelle.zumstein,2016-08-01 00:00:00,\N,calculation,\N
85-RUN-3322-285-N-R11B3,softeningVeraison,%,38,emmanuelle.zumstein,2016-08-01 00:00:00,\N,calculation,\N
85-RUN-3322-339-N-R10B2,softeningVeraison,%,8,emmanuelle.zumstein,2016-08-01 00:00:00,\N,calculation,\N
85-RUN-3322-343-N-R11B4,softeningVeraison,%,62,emmanuelle.zumstein,2016-08-01 00:00:00,\N,calculation,\N
85-RUN-3328-168-N-R10B6,softeningVeraison,%,72,emmanuelle.zumstein,2016-08-01 00:00:00,\N,calculation,\N
85-RUN-3328-177-N-R10B4,softeningVeraison,%,14,emmanuelle.zumstein,2016-08-01 00:00:00,\N,calculation,\N
85-RUN-3328-306-N-R10B5,softeningVeraison,%,68,emmanuelle.zumstein,2016-08-01 00:00:00,\N,calculation,\N
85-RUN-3347-320-B-R12B3,softeningVeraison,%,8,emmanuelle.zumstein,2016-08-01 00:00:00,\N,calculation,\N
85-RUN-3347-330-B-R12B5,softeningVeraison,%,28,emmanuelle.zumstein,2016-08-01 00:00:00,\N,calculation,\N
85-RUN-3347-342-B-R13B2,softeningVeraison,%,30,emmanuelle.zumstein,2016-08-01 00:00:00,\N,calculation,\N
85-RUN-3347-364-B-R11B6,softeningVeraison,%,0,emmanuelle.zumstein,2016-08-01 00:00:00,\N,calculation,\N
85-RUN-3347-365-B-R11B5,softeningVeraison,%,8,emmanuelle.zumstein,2016-08-01 00:00:00,\N,calculation,\N
85-RUN-3347-368-B-R12B2,softeningVeraison,%,0,emmanuelle.zumstein,2016-08-01 00:00:00,\N,calculation,\N
85-RUN-3347-396-B-R12B4,softeningVeraison,%,18,emmanuelle.zumstein,2016-08-01 00:00:00,\N,calculation,\N
85-RUN-3347-431-B-R11B7,softeningVeraison,%,28,emmanuelle.zumstein,2016-08-01 00:00:00,\N,calculation,\N
85-RUN-CabernetSauvignon-R3B1,softeningVeraison,%,48,emmanuelle.zumstein,2016-08-01 00:00:00,\N,calculation,\N
85-RUN-Marselan-R2B2,softeningVeraison,%,60,emmanuelle.zumstein,2016-08-01 00:00:00,\N,calculation,\N
85-RUN-Merlot-R2B3,softeningVeraison,%,64,emmanuelle.zumstein,2016-08-01 00:00:00,\N,calculation,\N
85-RUN-CabernetSauvignon-R3B1,softeningVeraison,%,10,emmanuelle.zumstein,2016-07-25 00:00:00,\N,calculation,\N
85-RUN-3294-57-N-R10B7,softeningVeraison,%,60,emmanuelle.zumstein,2016-08-04 00:00:00,\N,calculation,\N
85-RUN-3322-178-N-R10B3,softeningVeraison,%,48,emmanuelle.zumstein,2016-08-04 00:00:00,\N,calculation,\N
85-RUN-3322-285-N-R11B3,softeningVeraison,%,62,emmanuelle.zumstein,2016-08-04 00:00:00,\N,calculation,\N
85-RUN-3322-339-N-R10B2,softeningVeraison,%,28,emmanuelle.zumstein,2016-08-04 00:00:00,\N,calculation,\N
85-RUN-3328-177-N-R10B4,softeningVeraison,%,50,emmanuelle.zumstein,2016-08-04 00:00:00,\N,calculation,\N
85-RUN-3347-320-B-R12B3,softeningVeraison,%,32,emmanuelle.zumstein,2016-08-04 00:00:00,\N,calculation,\N
85-RUN-3347-330-B-R12B5,softeningVeraison,%,48,emmanuelle.zumstein,2016-08-04 00:00:00,\N,calculation,\N
85-RUN-3347-342-B-R13B2,softeningVeraison,%,46,emmanuelle.zumstein,2016-08-04 00:00:00,\N,calculation,\N
85-RUN-3347-364-B-R11B6,softeningVeraison,%,12,emmanuelle.zumstein,2016-08-04 00:00:00,\N,calculation,\N
85-RUN-3347-365-B-R11B5,softeningVeraison,%,38,emmanuelle.zumstein,2016-08-04 00:00:00,\N,calculation,\N
85-RUN-3347-368-B-R12B2,softeningVeraison,%,18,emmanuelle.zumstein,2016-08-04 00:00:00,\N,calculation,\N
85-RUN-3347-396-B-R12B4,softeningVeraison,%,34,emmanuelle.zumstein,2016-08-04 00:00:00,\N,calculation,\N
85-RUN-3347-431-B-R11B7,softeningVeraison,%,36,emmanuelle.zumstein,2016-08-04 00:00:00,\N,calculation,\N
85-RUN-CabernetSauvignon-R3B1,softeningVeraison,%,52,emmanuelle.zumstein,2016-08-04 00:00:00,\N,calculation,\N
85-RUN-3084-2-46-N-R4B1,softeningVeraison,%,70,emmanuelle.zumstein,2016-08-08 00:00:00,\N,calculation,\N
85-RUN-3322-178-N-R10B3,softeningVeraison,%,68,emmanuelle.zumstein,2016-08-08 00:00:00,\N,calculation,\N
85-RUN-3322-339-N-R10B2,softeningVeraison,%,54,emmanuelle.zumstein,2016-08-08 00:00:00,\N,calculation,\N
85-RUN-3328-177-N-R10B4,softeningVeraison,%,66,emmanuelle.zumstein,2016-08-08 00:00:00,\N,calculation,\N
85-RUN-3347-320-B-R12B3,softeningVeraison,%,56,emmanuelle.zumstein,2016-08-08 00:00:00,\N,calculation,\N
85-RUN-3347-330-B-R12B5,softeningVeraison,%,66,emmanuelle.zumstein,2016-08-08 00:00:00,\N,calculation,\N
85-RUN-3347-342-B-R13B2,softeningVeraison,%,54,emmanuelle.zumstein,2016-08-08 00:00:00,\N,calculation,\N
85-RUN-3347-364-B-R11B6,softeningVeraison,%,22,emmanuelle.zumstein,2016-08-08 00:00:00,\N,calculation,\N
85-RUN-3347-365-B-R11B5,softeningVeraison,%,68,emmanuelle.zumstein,2016-08-08 00:00:00,\N,calculation,\N
85-RUN-3347-368-B-R12B2,softeningVeraison,%,48,emmanuelle.zumstein,2016-08-08 00:00:00,\N,calculation,\N
85-RUN-3347-396-B-R12B4,softeningVeraison,%,38,emmanuelle.zumstein,2016-08-08 00:00:00,\N,calculation,\N
85-RUN-3347-431-B-R11B7,softeningVeraison,%,68,emmanuelle.zumstein,2016-08-08 00:00:00,\N,calculation,\N
85-RUN-CabernetSauvignon-R3B1,softeningVeraison,%,72,emmanuelle.zumstein,2016-08-08 00:00:00,\N,calculation,\N
85-RUN-3347-364-B-R11B6,softeningVeraison,%,54,emmanuelle.zumstein,2016-08-10 00:00:00,\N,calculation,\N
85-RUN-3347-368-B-R12B2,softeningVeraison,%,66,emmanuelle.zumstein,2016-08-10 00:00:00,\N,calculation,\N
85-RUN-3347-396-B-R12B4,softeningVeraison,%,78,emmanuelle.zumstein,2016-08-10 00:00:00,\N,calculation,\N
85-RUN-3084-2-46-N-R4B1,flowering,%,40,emmanuelle.zumstein,2016-06-06 00:00:00,\N,Observation,\N
85-RUN-3322-343-N-R11B4,flowering,%,75,emmanuelle.zumstein,2016-06-06 00:00:00,\N,Observation,\N
85-RUN-3347-431-B-R11B7,probableAlcohol,%vol,12.22,emmanuelle.zumstein,2016-09-06 00:00:00,\N,abacus,\N
85-RUN-3347-330-B-R12B5,berriesNumber,,200,emmanuelle.zumstein,2016-09-06 00:00:00,\N,counting,\N
85-RUN-3347-364-B-R11B6,berriesNumber,,200,emmanuelle.zumstein,2016-09-06 00:00:00,\N,counting,\N
85-RUN-3347-342-B-R13B2,pH,,3.05,emmanuelle.zumstein,2016-09-06 00:00:00,\N,pHMetry,\N
85-RUN-3322-343-N-R11B4,berriesWeight,g,231.9,emmanuelle.zumstein,2016-09-06 00:00:00,\N,weighing,\N
85-RUN-3322-343-N-R11B4,harvestDate,,1,emmanuelle.zumstein,2016-09-14 00:00:00,\N,Observation,\N
85-RUN-3347-342-B-R13B2,midFlowering,,1,emmanuelle.zumstein,2016-06-06 00:00:00,\N,calculation,\N
85-RUN-CabernetSauvignon-R3B1,midSofteningRipening,,1,emmanuelle.zumstein,2016-08-03 00:00:00,\N,calculation,\N
85-RUN-3347-431-B-R11B7,softeningVeraison,%,0,emmanuelle.zumstein,2016-07-25 00:00:00,\N,calculation,\N
85-RUN-3180-16-8-N-R5B1,softeningVeraison,%,64,emmanuelle.zumstein,2016-08-01 00:00:00,\N,calculation,\N
85-RUN-3084-2-46-N-R4B1,softeningVeraison,%,54,emmanuelle.zumstein,2016-08-04 00:00:00,\N,calculation,\N
85-RUN-3084-2-46-N-R4B1,flowering,%,0,emmanuelle.zumstein,2016-05-30 00:00:00,\N,Observation,\N
85-RUN-3161-22-4-N-R4B3,softeningVeraison,%,0,emmanuelle.zumstein,2016-07-18 00:00:00,\N,calculation,\N
57-MERLOT,annualProduction,Kg,4771.6,\N,2016-12-31 00:00:00,\N,weighing,\N
106-RV-BOUQUET,annualProduction,Kg,4312.5,\N,2016-12-31 00:00:00,\N,weighing,\N
72-MOURVEDRE,annualProduction,Kg,5748,\N,2016-12-31 00:00:00,\N,weighing,\N
85-RUN,annualProduction,Kg,1129.5,\N,2016-12-31 00:00:00,\N,weighing,\N
57-MERLOT-sp,annualProduction,Kg,3843.8,\N,2016-12-31 00:00:00,\N,weighing,\N
Chapitre,annualProduction,Kg,1324,\N,2016-12-31 00:00:00,\N,weighing,\N
72-NV-68-11-CABESTREL,annualProduction,Kg,153.5,\N,2016-12-31 00:00:00,\N,weighing,\N
72-NV-MARSELAN,annualProduction,Kg,165.5,\N,2016-12-31 00:00:00,\N,weighing,\N
72-SYRAH,annualProduction,Kg,4105,\N,2016-12-31 00:00:00,\N,weighing,\N
57-VDQA-G07-N,annualProduction,Kg,69,\N,2016-12-31 00:00:00,\N,weighing,\N
57-VDQA-G14-N,annualProduction,Kg,93.5,\N,2016-12-31 00:00:00,\N,weighing,\N
57-VDQA-G05-B,annualProduction,Kg,120.5,\N,2016-12-31 00:00:00,\N,weighing,\N
106-3160N-MT,annualProduction,Kg,321.5,\N,2016-12-31 00:00:00,\N,weighing,\N
106-3159B-MT,annualProduction,Kg,585.5,\N,2016-12-31 00:00:00,\N,weighing,\N
106-RV-BOUQUET,annualYield,Kg/ha,3169,\N,2016-12-31 00:00:00,\N,calculation,\N
106-3159B,annualProduction,Kg,1758,\N,2016-12-31 00:00:00,\N,weighing,\N
106-3160N,annualProduction,Kg,758.5,\N,2016-12-31 00:00:00,\N,weighing,\N
106-3176N,annualProduction,Kg,1796,\N,2016-12-31 00:00:00,\N,weighing,\N
57-MERLOT,annualYield,Kg/ha,8627,\N,2016-12-31 00:00:00,\N,calculation,\N
72-MOURVEDRE,annualYield,Kg/ha,4920,\N,2016-12-31 00:00:00,\N,calculation,\N
85-RUN,annualYield,Kg/ha,4373,\N,2016-12-31 00:00:00,\N,calculation,\N
72-NV-68-11-CABESTREL,annualYield,Kg/ha,6732,\N,2016-12-31 00:00:00,\N,calculation,\N
72-NV-MARSELAN,annualYield,Kg/ha,8034,\N,2016-12-31 00:00:00,\N,calculation,\N
72-SYRAH,annualYield,Kg/ha,4844,\N,2016-12-31 00:00:00,\N,calculation,\N
106-3160N-MT,annualYield,Kg/ha,3027,\N,2016-12-31 00:00:00,\N,calculation,\N
106-3159B-MT,annualYield,Kg/ha,3394,\N,2016-12-31 00:00:00,\N,calculation,\N
106-3159B,annualYield,Kg/ha,3368,\N,2016-12-31 00:00:00,\N,calculation,\N
106-3160N,annualYield,Kg/ha,2173,\N,2016-12-31 00:00:00,\N,calculation,\N
106-3176N,annualYield,Kg/ha,3965,\N,2016-12-31 00:00:00,\N,calculation,\N
57-MERLOT-sp,annualYield,Kg/ha,11129,\N,2016-12-31 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,3.07,nicolas.saurin,2016-04-26 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,3.98,nicolas.saurin,2016-05-02 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,5.79,nicolas.saurin,2016-05-26 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,0.72,nicolas.saurin,2016-05-31 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,1.99,nicolas.saurin,2016-06-01 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,2.8,nicolas.saurin,2016-06-06 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,3.71,nicolas.saurin,2016-06-07 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,3.44,nicolas.saurin,2016-06-16 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,2.8,yasemen.yildiz,2016-06-20 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,1.72,yasemen.yildiz,2016-06-21 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,5.42,yasemen.yildiz,2016-06-28 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,4.97,yasemen.yildiz,2016-07-05 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,5.6,yasemen.yildiz,2016-07-09 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,3.34,yasemen.yildiz,2016-07-11 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,2.17,yasemen.yildiz,2016-07-12 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,6.33,yasemen.yildiz,2016-07-15 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,2.98,yasemen.yildiz,2016-07-17 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,7.77,yasemen.yildiz,2016-07-18 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,5.06,yasemen.yildiz,2016-07-23 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,2.35,yasemen.yildiz,2016-07-25 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,2.8,yasemen.yildiz,2016-07-27 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,3.44,yasemen.yildiz,2016-07-29 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,4.97,yasemen.yildiz,2016-08-03 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,6.69,yasemen.yildiz,2016-08-07 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,2.08,yasemen.yildiz,2016-08-09 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,2.89,yasemen.yildiz,2016-08-10 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,2.71,yasemen.yildiz,2016-08-12 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,2.35,yasemen.yildiz,2016-08-13 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,1.99,yasemen.yildiz,2016-08-16 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,2.53,yasemen.yildiz,2016-08-17 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,6.51,yasemen.yildiz,2016-08-21 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,6.06,yasemen.yildiz,2016-08-26 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,6.51,yasemen.yildiz,2016-08-31 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,5.24,yasemen.yildiz,2016-09-04 00:00:00,\N,calculation,\N
57-VDQA-G02-N,annualProduction,Kg,401.5,\N,2016-12-31 00:00:00,\N,weighing,\N
57-VDQA-G05-B,probableAlcohol,%vol,11.13,emmanuelle.zumstein,2016-08-31 00:00:00,\N,abacus,\N
57-VDQA-G05-B,DegreBrix,°B,19.6,emmanuelle.zumstein,2016-08-31 00:00:00,\N,refractometry,\N
57-VDQA-G14-N,probableAlcohol,%vol,11.27,emmanuelle.zumstein,2016-08-31 00:00:00,\N,abacus,\N
57-VDQA-G05-B,pH,,3.35,emmanuelle.zumstein,2016-08-31 00:00:00,\N,pHMetry,\N
57-VDQA-G14-N,pH,,3.26,emmanuelle.zumstein,2016-08-31 00:00:00,\N,pHMetry,\N
57-VDQA-G05-B,sugars,g/l,187.4,emmanuelle.zumstein,2016-08-31 00:00:00,\N,abacus,\N
106-3159B,annualProduction,Kg,1074.5,\N,2017-12-31 00:00:00,\N,weighing,\N
106-3160N,annualProduction,Kg,613.6,\N,2017-12-31 00:00:00,\N,weighing,\N
106-3160N-LP,annualProduction,Kg,361.1,\N,2017-12-31 00:00:00,\N,weighing,\N
106-3176N,annualProduction,Kg,2024.5,\N,2017-12-31 00:00:00,\N,weighing,\N
106-3176N-ESP,annualProduction,Kg,616.5,\N,2017-12-31 00:00:00,\N,weighing,\N
106-3176N-LP,annualProduction,Kg,1113.5,\N,2017-12-31 00:00:00,\N,weighing,\N
106-3176N-MT,annualProduction,Kg,294.5,\N,2017-12-31 00:00:00,\N,weighing,\N
106-RV-BOUQUET,annualProduction,Kg,3712.6,\N,2017-12-31 00:00:00,\N,weighing,\N
57-MERLOT,annualProduction,Kg,5035,\N,2017-12-31 00:00:00,\N,weighing,\N
57-MERLOT-sp,annualProduction,Kg,2404.9,\N,2017-12-31 00:00:00,\N,weighing,\N
57-VDQA-G05-B,annualProduction,Kg,370.2,\N,2017-12-31 00:00:00,\N,weighing,\N
57-VDQA-G14-N,annualProduction,Kg,395.4,\N,2017-12-31 00:00:00,\N,weighing,\N
57-VDQA-G02-N,annualProduction,Kg,537.5,\N,2017-12-31 00:00:00,\N,weighing,\N
72-MOURVEDRE,annualProduction,Kg,5886.4,\N,2017-12-31 00:00:00,\N,weighing,\N
72-MOURVEDRE-sp,annualProduction,Kg,1085,\N,2017-12-31 00:00:00,\N,weighing,\N
72-NV-68-11-CABESTREL,annualProduction,Kg,115.2,\N,2017-12-31 00:00:00,\N,weighing,\N
72-NV-MARSELAN,annualProduction,Kg,133.2,\N,2017-12-31 00:00:00,\N,weighing,\N
72-SYRAH,annualProduction,Kg,4553,\N,2017-12-31 00:00:00,\N,weighing,\N
85-RESDUR,annualProduction,Kg,1556.5,\N,2017-12-31 00:00:00,\N,weighing,\N
85-RUN,annualProduction,Kg,2176.1,\N,2017-12-31 00:00:00,\N,weighing,\N
106-3159B,annualYield,Kg/ha,2058,\N,2017-12-31 00:00:00,\N,calculation,\N
106-3160N,annualYield,Kg/ha,1758,\N,2017-12-31 00:00:00,\N,calculation,\N
106-3160N-LP,annualYield,Kg/ha,2365,\N,2017-12-31 00:00:00,\N,calculation,\N
106-3176N,annualYield,Kg/ha,4469,\N,2017-12-31 00:00:00,\N,calculation,\N
106-3176N-ESP,annualYield,Kg/ha,3870,\N,2017-12-31 00:00:00,\N,calculation,\N
106-3176N-LP,annualYield,Kg/ha,7264,\N,2017-12-31 00:00:00,\N,calculation,\N
106-3176N-MT,annualYield,Kg/ha,2098,\N,2017-12-31 00:00:00,\N,calculation,\N
57-MERLOT,annualYield,Kg/ha,9103,\N,2017-12-31 00:00:00,\N,calculation,\N
57-MERLOT-sp,annualYield,Kg/ha,6963,\N,2017-12-31 00:00:00,\N,calculation,\N
72-MOURVEDRE,annualYield,Kg/ha,5038,\N,2017-12-31 00:00:00,\N,calculation,\N
57-VDQA-G02-N,annualYield,Kg/ha,23472,\N,2017-12-31 00:00:00,\N,calculation,\N
57-VDQA-G05-B,annualYield,Kg/ha,15110,\N,2017-12-31 00:00:00,\N,calculation,\N
57-VDQA-G14-N,annualYield,Kg/ha,18138,\N,2017-12-31 00:00:00,\N,calculation,\N
106-RV-BOUQUET,annualYield,Kg/ha,2728,\N,2017-12-31 00:00:00,\N,calculation,\N
72-MOURVEDRE-sp,annualYield,Kg/ha,4835,\N,2017-12-31 00:00:00,\N,calculation,\N
72-NV-68-11-CABESTREL,annualYield,Kg/ha,5053,\N,2017-12-31 00:00:00,\N,calculation,\N
72-NV-MARSELAN,annualYield,Kg/ha,6466,\N,2017-12-31 00:00:00,\N,calculation,\N
72-SYRAH,annualYield,Kg/ha,5372,\N,2017-12-31 00:00:00,\N,calculation,\N
85-RESDUR,annualYield,Kg/ha,5450,\N,2017-12-31 00:00:00,\N,calculation,\N
85-RUN,annualYield,Kg/ha,6551,\N,2017-12-31 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,11.8,davide.pisano,2017-07-20 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,2.7,davide.pisano,2017-07-24 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,5,davide.pisano,2017-07-26 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,3.1,nicolas.saurin,2017-07-31 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,4.7,davide.pisano,2017-07-02 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,4.7,davide.pisano,2017-08-08 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,4.3,davide.pisano,2017-08-11 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,5.4,davide.pisano,2017-08-18 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,4.7,davide.pisano,2017-08-25 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,0.6,davide.pisano,2017-06-26 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,2.2,davide.pisano,2017-06-27 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,4.7,davide.pisano,2017-07-03 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,5,davide.pisano,2017-07-07 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,5.3,davide.pisano,2017-07-11 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,8.9,davide.pisano,2017-07-17 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,0.8,jj.regadera,2017-04-21 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,5,davide.pisano,2017-05-24 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,4.9,davide.pisano,2017-06-01 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,8.4,davide.pisano,2017-06-09 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,1.4,davide.pisano,2017-06-12 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,0.9,davide.pisano,2017-06-15 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,1.5,davide.pisano,2017-06-16 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,5.1,davide.pisano,2017-06-19 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,3.7,jj.regadera,2017-06-22 00:00:00,\N,calculation,\N
57-MERLOT,Irrigation,mm,3.2,jj.regadera,2017-06-23 00:00:00,\N,calculation,\N
57-VDQA-G05-B,totalAcidity,gH2SO4/l,3.92,emmanuelle.zumstein,2016-08-31 00:00:00,\N,electrotitrimetry,\N
57-VDQA-G14-N,totalAcidity,gH2SO4/l,4.98,emmanuelle.zumstein,2016-08-31 00:00:00,\N,electrotitrimetry,\N
57-VDQA-G14-N,DegreBrix,°B,19.8,emmanuelle.zumstein,2016-08-31 00:00:00,\N,refractometry,\N
57-VDQA-G14-N,sugars,g/l,189.7,emmanuelle.zumstein,2016-08-31 00:00:00,\N,abacus,\N
